ID, shortest_travel_time, travel_time, delay_time, simu_diff_exit_time
car_135,107.335,136.1,28.7655,15.8768
car_1756,125.224,416.5,291.276,12.5206
car_474,107.335,191.1,83.7655,32.2794
car_283,125.224,211.7,86.4764,26.9699
car_67,89.4454,89.8,0.354563,-0.53672
car_1514,107.335,393.8,286.465,25.3032
car_1015,89.4454,200.3,110.855,110.044
car_38,107.335,118.3,10.9655,-2.1749
car_5402,107.335,135.1,27.7655,-21.2836
car_755,107.335,299.7,192.365,-13.1059
car_539,89.4454,111.6,22.1546,11.1972
car_412,125.224,203.9,78.6764,9.60611
car_113,89.4454,94.5,5.05456,-6.86006
car_1947,125.224,274.4,149.176,15.6914
car_706,89.4454,135.1,45.6546,18.3363
car_49,89.4454,91.4,1.95456,-2.1278
car_1110,107.335,353,245.665,19.3239
car_1499,107.335,352.9,245.565,-3.924
car_1785,107.335,157.4,50.0655,35.8988
car_144,125.224,164.6,39.3764,13.7286
car_56,107.335,111.6,4.26548,-6.6278
car_3233,107.335,347.3,239.965,-4.89786
car_1064,107.335,210,102.665,8.99804
car_5789,125.224,205,79.7764,7.50923
car_1,89.4454,92.6,3.15456,-0.577923
car_6368,107.335,148.9,41.5655,35.8336
car_1743,107.335,199.6,92.2655,32.2441
car_102,89.4454,92.3,2.85456,-2.34069
car_465,125.224,158.8,33.5764,-5.01306
car_10,89.4454,90.6,1.15456,-0.5935
car_1022,107.335,171.6,64.2655,-0.580905
car_4515,125.224,226,100.776,32.0367
car_1505,125.224,440.9,315.676,0.741598
car_105,107.335,121.2,13.8655,2.14775
car_1744,125.224,349.8,224.576,-3.8313
car_462,107.335,115.7,8.36548,-7.34203
car_1025,107.335,250,142.665,-5.82862
car_4512,89.4454,91.9,2.45456,-8.51875
car_1502,125.224,296.3,171.076,-5.0371
car_17,89.4454,91.1,1.65456,-2.1751
car_5241,89.4454,291.9,202.455,114.337
car_347,125.224,180.6,55.3764,41.5185
car_2183,125.224,313.7,188.476,-4.38771
car_1168,89.4454,206.5,117.055,90.2387
car_2622,107.335,363.7,256.365,-0.0891346
car_3485,107.335,208.7,101.365,-9.293
car_181,89.4454,95.2,5.75456,-1.59888
car_404,89.4454,115.8,26.3546,17.4668
car_1847,125.224,361.6,236.376,-7.69915
car_3980,107.335,237.7,130.365,-8.63718
car_1766,89.4454,162.2,72.7546,52.6469
car_4574,89.4454,92.4,2.95456,1.96188
car_1564,125.224,164.5,39.2764,-0.176685
car_31,89.4454,92.7,3.25456,-2.13384
car_1076,125.224,403.4,278.176,-2.73527
car_1119,125.224,270.7,145.476,29.1295
car_4527,107.335,165.8,58.4655,-1.48517
car_1537,107.335,260.8,153.465,-4.92676
car_314,107.335,147,39.6655,1.13315
car_4109,89.4454,147.9,58.4546,15.1139
car_40,89.4454,93.2,3.75456,-0.335347
car_457,107.335,181,73.6655,2.84105
car_2693,125.224,336.7,211.476,-0.675303
car_156,107.335,147.4,40.0655,-0.568175
car_525,107.335,122,14.6655,1.2936
car_1405,107.335,156.9,49.5655,-0.734657
car_19,107.335,114.2,6.86548,0.946836
car_2,107.335,108.7,1.36548,-0.126023
car_648,89.4454,123.8,34.3546,33.626
car_5805,107.335,131.8,24.4655,10.2026
car_1210,107.335,116.1,8.76548,7.44457
car_3388,125.224,248.4,123.176,86.2537
car_147,125.224,142.2,16.9764,4.02553
car_1786,107.335,335.5,228.165,-0.151711
car_2808,125.224,413.4,288.176,-18.7932
car_55,89.4454,90.9,1.45456,-0.0301365
car_2039,107.335,346.1,238.765,-1.19004
car_3230,107.335,278.1,170.765,31.8927
car_1067,125.224,201.8,76.5764,34.243
