ID, shortest_travel_time, travel_time, delay_time, simu_diff_exit_time
car_1783,107.335,321.1,213.765,208.922
car_142,125.224,142.3,17.0764,13.0969
car_50,107.335,113.8,6.46548,-2.02819
car_4612,89.4454,278.8,189.355,175.797
car_5282,107.335,398,290.665,201.264
car_3235,107.335,428.8,321.465,314.852
car_6908,125.224,380.2,254.976,212.526
car_1062,107.335,160.5,53.1655,46.8049
car_7,89.4454,91.8,2.35456,-2.73788
car_1585,125.224,378.1,252.876,220.168
car_238,107.335,124.3,16.9655,9.04501
car_9686,89.4454,263.9,174.455,173.428
car_90,107.335,115,7.66548,0.53916
car_5761,125.224,383.6,258.376,255.051
car_8821,125.224,388.9,263.676,249.139
car_928,89.4454,116,26.5546,21.3793
car_1853,89.4454,241.6,152.155,143.582
car_432,107.335,163.3,55.9655,6.73232
car_1710,107.335,197.2,89.8655,75.9906
car_1552,107.335,277,169.665,164.326
car_11434,107.335,125.8,18.4655,6.67965
car_9677,125.224,314,188.776,184.232
car_21,89.4454,91.1,1.65456,-4.92989
car_8436,125.224,458,332.776,322.943
car_3389,107.335,281.2,173.865,161.377
car_1211,107.335,250.4,143.065,121.153
car_649,107.335,153.9,46.5655,17.269
car_1787,125.224,348.8,223.576,218.395
car_146,107.335,125.7,18.3655,7.29772
car_4616,107.335,432,324.665,287.114
car_5286,89.4454,436.8,347.355,336.667
car_3231,107.335,437.5,330.165,268.089
car_2038,107.335,265.7,158.365,148.056
car_1066,107.335,145,37.6655,24.9069
car_10011,125.224,243.7,118.476,114.919
car_2809,107.335,201.3,93.9655,88.5383
car_12053,125.224,416.1,290.876,218.492
car_54,107.335,116.1,8.76548,-13.3671
car_3,107.335,111.6,4.26548,-1.05257
car_1404,125.224,289.1,163.876,158.041
car_18,89.4454,92.9,3.45456,-12.8482
car_311,125.224,188.7,63.4764,42.0272
car_4603,125.224,396.7,271.476,265.414
car_5293,125.224,402.9,277.676,274.345
car_1532,107.335,323.9,216.565,190.823
car_1073,107.335,225.4,118.065,106.713
car_4522,107.335,460.7,353.365,305.853
car_45,89.4454,89.7,0.254563,-0.57486
car_452,107.335,179,71.6655,60.6727
car_2696,107.335,368,260.665,255.052
car_153,89.4454,95.2,5.75456,5.00704
car_2919,125.224,387.7,262.476,255.191
car_1842,107.335,159.8,52.4655,11.4093
car_3985,125.224,437.7,312.476,304.036
car_401,107.335,138,30.6655,1.68735
car_1763,107.335,359.4,252.065,206.671
car_7530,107.335,405.8,298.465,284.23
car_4571,125.224,285.7,160.476,139.486
car_3299,107.335,395.7,288.365,282.072
car_1561,107.335,345.3,237.965,204.828
car_759,107.335,223.3,115.965,103.089
car_8845,107.335,369.6,262.265,196.308
car_34,107.335,117.6,10.2655,0.0254418
car_7109,107.335,279.5,172.165,125.483
car_5705,107.335,325.3,217.965,211.205
car_755,107.335,164.2,56.8655,39.0595
car_8849,107.335,339.9,232.565,225.877
car_38,89.4454,92,2.55456,-11.8424
car_5402,125.224,403.5,278.276,241.52
car_5709,125.224,351.5,226.276,200.945
car_7105,89.4454,226.9,137.455,132.383
car_1584,107.335,236.7,129.365,127.04
car_239,125.224,178.8,53.5764,43.7857
car_8820,107.335,358.1,250.765,244.867
car_91,89.4454,89.9,0.454563,-2.22774
car_5760,125.224,470.4,345.176,339.045
car_2,107.335,108.6,1.26548,-2.05836
car_1838,125.224,375.4,250.176,237.694
car_3915,107.335,414.7,307.365,296.035
car_499,107.335,161.9,54.5655,46.7472
car_1980,125.224,383.5,258.276,245.342
car_86,89.4454,89.6,0.154563,-0.58892
car_8781,107.335,254.7,147.365,113.569
car_5795,89.4454,343.6,254.155,252.747
car_1982,125.224,355.9,230.676,163.718
car_84,89.4454,92.1,2.65456,-3.58685
car_5797,107.335,347.7,240.365,209.205
car_1740,89.4454,188.6,99.1546,90.0171
car_7096,107.335,379.1,271.765,258.794
car_101,107.335,110.8,3.46548,0.163158
car_9537,125.224,318.7,193.476,163.447
car_466,107.335,133.8,26.4655,24.0347
car_1506,125.224,286.5,161.276,142.432
car_4651,89.4454,157,67.5546,44.6299
car_7517,125.224,509.8,384.576,380.19
car_1021,107.335,265.4,158.065,143.201
car_4516,89.4454,360.6,271.155,270.005
car_13,107.335,113.6,6.26548,-4.96543
car_1083,125.224,261.2,135.976,88.9726
car_7805,89.4454,303.7,214.255,208.196
car_484,107.335,144.7,37.3655,28.9758
car_3900,89.4454,332.5,243.055,237.52
car_8,107.335,110.1,2.76548,-2.37754
car_1,107.335,112.1,4.76548,-6.98817
car_646,107.335,162.6,55.2655,42.2067
car_1494,107.335,339.4,232.065,217.724
car_1788,125.224,283.5,158.276,151.956
car_149,89.4454,91.1,1.65456,-1.29296
car_8659,125.224,566.4,441.176,435.803
car_462,107.335,172.2,64.8655,52.8438
car_1744,107.335,259.6,152.265,105.143
car_7092,125.224,391,265.776,212.462
car_105,107.335,126.2,18.8655,7.77883
car_1502,107.335,299.9,192.565,163.404
car_4655,107.335,409,301.665,288.554
car_4512,107.335,203.3,95.9655,92.7595
car_1025,89.4454,259.3,169.855,167.092
car_7438,125.224,391.4,266.176,237.249
car_7513,107.335,444.4,337.065,320.668
car_17,107.335,108.4,1.06548,-15.9802
car_9601,125.224,432.6,307.376,261.481
car_1498,107.335,208.4,101.065,81.8545
car_1784,107.335,238,130.665,86.4125
car_145,125.224,164.2,38.9764,28.0548
car_15222,89.4454,96.7,7.25456,0.699308
car_5285,107.335,328.8,221.465,209.072
car_4615,125.224,447.1,321.876,313.932
car_3232,107.335,244.9,137.565,122.071
car_1065,107.335,221.9,114.565,108.296
car_57,107.335,110.7,3.36548,-3.04296
car_1748,107.335,402.9,295.565,258.85
car_6363,125.224,411.7,286.476,265.924
car_109,89.4454,92.3,2.85456,-4.32352
car_527,125.224,216.8,91.5764,78.8013
car_8655,125.224,178.3,53.0764,43.4322
car_0,107.335,112.5,5.16548,-3.35892
car_1741,89.4454,320.1,230.655,223.128
car_7097,107.335,237.9,130.565,120.932
car_100,107.335,120,12.6655,2.53261
car_467,107.335,165.9,58.5655,41.3043
car_9536,107.335,192.7,85.3655,78.6427
car_1020,89.4454,172.9,83.4546,82.7148
car_4517,107.335,353.4,246.065,201.411
car_4650,125.224,352.4,227.176,171.507
car_1507,125.224,233.4,108.176,102.031
car_9604,125.224,403.5,278.276,265.365
car_12,107.335,113.4,6.06548,-2.24543
car_9,107.335,112.7,5.36548,-12.1372
car_461,125.224,208.5,83.2764,76.1844
car_528,125.224,183,57.7764,55.2836
car_1747,125.224,299.7,174.476,161.828
car_7091,107.335,460.8,353.465,341.663
car_106,125.224,154.9,29.6764,21.7612
car_1026,89.4454,93.3,3.85456,3.11476
car_4511,107.335,452.1,344.765,330.885
car_7510,107.335,272.6,165.265,152.395
car_4656,89.4454,277.1,187.655,164.913
car_1501,107.335,197.1,89.7655,69.7698
car_1408,107.335,242.3,134.965,123.659
car_14,107.335,112,4.66548,-7.2315
car_8999,125.224,362.1,236.876,229.486
car_1745,125.224,384.2,258.976,254.322
car_7093,125.224,179,53.7764,45.2136
car_104,125.224,156.7,31.4764,20.5207
car_463,107.335,143.7,36.3655,28.1015
car_9532,89.4454,157.9,68.4546,60.9278
car_7512,125.224,406.5,281.276,279.665
car_1024,107.335,158.7,51.3655,17.4394
car_4513,125.224,411.6,286.376,273.991
car_7439,89.4454,206.6,117.155,108.934
car_4654,107.335,357.1,249.765,156.462
car_1503,107.335,186.9,79.5655,30.1479
car_16,107.335,111.8,4.46548,-4.48543
car_533,125.224,223.2,97.9764,69.4005
car_418,107.335,155.8,48.4655,39.153
car_8645,107.335,430.3,322.965,289.486
car_119,89.4454,89.9,0.454563,-0.561478
car_407,89.4454,109.3,19.8546,11.1331
car_9516,107.335,192.9,85.5655,76.3203
car_3983,107.335,390.6,283.265,273.774
car_1844,125.224,381.9,256.676,244.659
car_1765,107.335,291.3,183.965,169.555
car_8010,125.224,471.3,346.076,336.345
car_1567,107.335,261.6,154.265,151.835
car_12031,107.335,339.1,231.765,220.183
car_32,107.335,109.2,1.86548,-0.685141
car_5408,125.224,346.8,221.576,212.103
