ID, shortest_travel_time, travel_time, delay_time, simu_diff_exit_time
car_313,339.893,374.4,34.5073,-2.01177
car_1071,304.114,336,31.8855,-1.95821
car_1530,322.004,354.8,32.7964,-1.11137
car_708,232.558,252.4,19.8419,-1.71391
car_47,107.335,110.4,3.06548,-0.23833
car_1949,161.002,170.8,9.79821,-0.130888
car_3569,143.113,149.2,6.0873,-0.495289
car_2694,339.893,376.8,36.9073,-1.89742
car_2948,143.113,149.2,6.0873,-0.408742
car_450,393.56,434.4,40.8401,-1.71628
car_151,375.671,418.4,42.7292,-1.90726
car_50,125.224,132.8,7.57639,-0.797636
car_3235,250.447,271.2,20.7528,-1.92093
car_1062,107.335,109.6,2.26548,0.559738
car_1215,125.224,132,6.77639,-1.69223
car_142,107.335,111.6,4.26548,-1.86719
car_1783,322.004,355.6,33.5964,-0.415181
car_582,214.669,232.4,17.731,-0.380083
car_2580,250.447,274,23.5528,-1.86873
car_2489,107.335,111.6,4.26548,-1.78161
car_7,107.335,112.8,5.46548,-2.15126
car_1747,483.005,535.2,52.1946,-1.93574
car_461,357.782,396,38.2183,-1.88028
car_106,447.227,499.2,51.9728,-1.60744
car_528,125.224,131.2,5.97639,1.69469
car_1026,304.114,334,29.8855,-1.46597
car_1408,161.002,171.2,10.1982,-0.784341
car_1501,465.116,518.4,53.2837,-0.401264
car_14,89.4454,91.6,2.15456,-2.23166
car_149,161.002,172,10.9982,-1.67535
car_1494,143.113,151.2,8.0873,-1.81266
car_1788,304.114,337.6,33.4855,-1.38697
car_646,214.669,233.6,18.931,-1.90003
car_462,196.78,213.6,16.82,-1.619
car_105,411.449,455.2,43.751,-1.82554
car_1744,196.78,212.8,16.02,-0.981786
car_1025,393.56,435.6,42.0401,-0.677006
car_1502,357.782,396,38.2183,-0.658207
car_17,107.335,108.4,1.06548,-0.458044
car_755,375.671,414.4,38.7292,-1.4382
car_38,125.224,132.8,7.57639,-0.877923
car_315,196.78,212,15.22,-1.60325
car_1077,286.225,316,29.7746,-1.91846
car_1118,339.893,374.4,34.5073,-1.92411
car_1536,357.782,397.6,39.8183,-0.475168
car_41,107.335,111.6,4.26548,-1.77703
car_958,232.558,255.2,22.6419,-1.93402
car_1841,393.56,435.6,42.0401,-0.591854
car_402,250.447,274.4,23.9528,-1.61041
car_1760,143.113,150.8,7.6873,0.152117
car_1562,429.338,477.6,48.2619,-1.9679
car_37,214.669,232,17.331,-1.78651
car_3568,196.78,214.4,17.62,-1.64826
car_2695,357.782,396,38.2183,-1.65617
car_2949,178.891,192.8,13.9091,-0.694738
car_451,339.893,377.2,37.3073,-0.119618
car_150,357.782,394.4,36.6183,-1.92901
car_1070,232.558,254,21.4419,-1.86039
car_312,357.782,396.4,38.6183,-1.90104
car_1531,322.004,352.4,30.3964,-1.91495
car_1948,339.893,374.4,34.5073,-1.75245
car_709,214.669,236,21.331,-0.307926
car_46,107.335,111.6,4.26548,-1.78089
car_2919,268.336,293.2,24.8637,-1.63964
car_401,250.447,271.2,20.7528,-1.71001
car_1842,232.558,255.6,23.0419,-1.77556
car_1763,268.336,292.8,24.4637,-2.05692
car_3299,107.335,110,2.66548,0.874156
car_1561,250.447,274.8,24.3528,-1.73663
car_759,304.114,334,29.8855,-1.62393
car_34,125.224,132,6.77639,-1.704
car_1586,447.227,497.2,49.9728,-1.84873
car_1999,393.56,438.4,44.8401,-0.771819
car_93,107.335,109.6,2.26548,-0.364448
car_2697,196.78,214,17.22,-2.03739
car_453,393.56,437.2,43.6401,0.910256
car_152,286.225,312.8,26.5746,-1.88994
car_1072,125.224,132,6.77639,-2.13685
car_310,214.669,230.8,16.131,-0.491675
car_1533,357.782,394.8,37.0183,-1.85037
car_44,125.224,132,6.77639,-1.80576
car_2243,178.891,190.4,11.5091,-0.110495
