ID, shortest_travel_time, travel_time, delay_time, simu_diff_exit_time
car_2,125.224,130.6,5.37639,4.37942
car_1405,107.335,114,6.66548,-6.06731
car_19,107.335,115.1,7.76548,-0.638565
car_1210,107.335,121.4,14.0655,-6.1381
car_3388,107.335,112.8,5.46548,-4.5772
car_648,107.335,114.8,7.46548,1.08119
car_1786,107.335,116.4,9.06548,-6.58351
car_147,107.335,111.8,4.46548,-2.74334
car_5287,107.335,110.2,2.86548,-4.10812
car_4617,125.224,141.3,16.0764,-4.99048
car_2039,125.224,130.3,5.07639,1.56363
car_3230,89.4454,89.6,0.154563,-0.960692
car_1067,107.335,112.5,5.16548,-3.24207
car_2808,125.224,134.1,8.87639,-3.13212
car_55,89.4454,89.6,0.154563,-31.7529
car_1845,125.224,137.4,12.1764,-18.6553
car_406,125.224,131.9,6.67639,3.05191
car_3982,125.224,132.3,7.07639,-41.0515
car_1764,125.224,138.3,13.0764,6.57967
car_1566,107.335,110.9,3.56548,-3.55038
car_5702,125.224,137.9,12.6764,-1.17563
car_5409,107.335,111.7,4.36548,-5.7076
car_33,89.4454,89.6,0.154563,-3.02501
car_1946,107.335,110,2.66548,-28.3857
car_707,107.335,113.7,6.36548,-5.10024
car_7157,107.335,113.9,6.56548,1.32861
car_48,107.335,110.8,3.46548,-1.79201
car_4101,107.335,111.7,4.36548,-13.2559
car_6910,125.224,134,8.77639,5.69241
car_1111,125.224,134,8.77639,7.8355
car_754,125.224,132,6.77639,-38.9432
car_7104,107.335,112.8,5.46548,-2.34624
car_5708,125.224,139.7,14.4764,-23.0269
car_5403,89.4454,92,2.55456,-5.06334
car_39,89.4454,89.7,0.254563,-0.570637
car_755,125.224,134.2,8.97639,-6.65959
car_7105,107.335,112.6,5.26548,-8.35507
car_5709,125.224,136.1,10.8764,-0.532827
car_5402,107.335,115.4,8.06548,-2.78172
car_38,89.4454,94.2,4.75456,0.649198
car_1947,107.335,115,7.66548,-6.75924
car_706,107.335,114.2,6.86548,-30.1781
car_7156,107.335,114.9,7.56548,-8.04741
car_49,89.4454,94.1,4.65456,0.63478
car_6911,107.335,110.1,2.76548,-4.9391
car_1110,107.335,113.8,6.46548,-4.55731
car_1785,125.224,136.8,11.5764,6.26168
car_1499,107.335,116.2,8.86548,-23.6558
car_144,107.335,117.4,10.0655,-6.59799
car_5284,107.335,113.9,6.56548,-10.0534
car_4614,107.335,121,13.6655,1.50984
car_3233,125.224,134.4,9.17639,-1.45499
car_1064,125.224,139.7,14.4764,-26.7187
car_56,107.335,111.6,4.26548,-2.33142
car_1,107.335,110.3,2.96548,-3.52571
car_489,107.335,110.4,3.06548,-7.67854
car_580,107.335,108.7,1.36548,-7.61676
car_5,107.335,111.4,4.06548,-1.91817
car_3578,125.224,135.1,9.87639,-19.181
car_1781,107.335,113.7,6.36548,-3.39021
car_140,89.4454,89.8,0.354563,-2.62763
car_52,89.4454,91.1,1.65456,-2.19019
car_1958,107.335,109.9,2.56548,-3.2074
car_5389,107.335,119.4,12.0655,2.44533
car_5280,89.4454,89.8,0.354563,-0.572212
car_4610,107.335,127.3,19.9655,3.87856
car_4139,107.335,113.7,6.36548,-17.3404
car_3237,89.4454,89.8,0.354563,-0.622702
car_1129,125.224,134.8,9.57639,4.53059
car_1060,125.224,133.8,8.57639,-20.1218
car_1211,107.335,112.8,5.46548,-5.0995
car_3389,107.335,113,5.66548,-13.1213
car_649,89.4454,91.3,1.85456,-7.801
car_1787,89.4454,93,3.55456,-14.5369
car_146,125.224,137.2,11.9764,9.92084
car_5286,107.335,117.3,9.96548,-2.60882
car_4616,107.335,114.3,6.96548,-10.3524
car_2038,107.335,111.6,4.26548,-4.40767
car_3231,107.335,112.2,4.86548,-24.0414
car_1066,107.335,122.8,15.4655,-3.24351
car_2809,107.335,110.2,2.86548,-2.96893
car_54,107.335,110.5,3.16548,-4.32727
car_524,107.335,112.4,5.06548,-7.90229
car_1404,107.335,110.4,3.06548,0.634501
car_18,107.335,111,3.66548,-7.03703
car_3,107.335,109.6,2.26548,-4.54659
car_488,107.335,112.6,5.26548,-5.15688
car_581,89.4454,89.9,0.454563,-0.650388
car_4,107.335,111.6,4.26548,-7.99724
car_7097,107.335,110,2.66548,-5.10391
car_1741,107.335,110.6,3.26548,-24.6937
car_100,107.335,112.1,4.76548,-36.9478
car_467,107.335,115.6,8.26548,-3.51225
car_7516,107.335,114.5,7.16548,-35.6396
car_4517,89.4454,89.9,0.454563,-2.41806
car_1020,107.335,111.2,3.86548,-2.16247
car_4650,89.4454,89.9,0.454563,-0.647239
car_1507,107.335,115.6,8.26548,-13.0306
car_12,107.335,112.2,4.86548,-3.24687
car_7804,107.335,119.1,11.7655,3.23281
car_1082,107.335,111.2,3.86548,-3.70056
car_485,107.335,114.4,7.06548,-8.03745
car_3901,125.224,139.1,13.8764,-3.32007
car_9,107.335,110.1,2.76548,-5.11715
car_0,107.335,113.6,6.26548,-2.25892
car_6901,107.335,114.9,7.56548,-9.74612
car_1122,107.335,115.3,7.96548,-1.83206
car_5382,107.335,113.1,5.76548,-4.46724
car_4132,107.335,118.1,10.7655,-31.8347
car_2035,107.335,113.5,6.16548,-2.14175
car_1953,107.335,109,1.66548,-0.493299
car_2804,107.335,114.3,6.96548,-4.38208
car_59,89.4454,90.9,1.45456,-32.8911
car_7083,107.335,113.6,6.26548,-7.22156
car_6318,107.335,113.5,6.16548,-7.27354
car_1751,125.224,139.7,14.4764,-25.7253
car_132,125.224,138.6,13.3764,-1.6315
car_473,107.335,118.3,10.9655,-10.7693
