new_car_num, all_car_num, compuation_time
0,0,0.0019201
0,0,0.0009354
23,23,0.88083
30,30,0.97374
36,36,1.11302
26,26,0.788387
37,37,1.03284
39,39,1.16773
30,30,0.756718
30,35,0.931194
33,37,1.08191
31,38,1.27387
37,38,1.22497
31,35,1.11981
37,41,1.61132
35,42,1.40147
27,30,0.929747
39,41,1.32986
34,37,1.44266
27,34,1.03022
31,36,0.987432
33,39,1.03986
22,25,0.990839
30,38,1.11187
33,42,0.971355
29,34,1.04763
27,30,0.796476
26,28,0.881787
33,39,1.05645
25,31,0.759379
29,35,0.930246
23,33,0.797605
21,27,0.61006
28,33,0.721709
25,27,0.660176
31,36,1.03657
25,30,0.984312
25,27,0.910498
19,24,0.569994
17,24,0.547947
26,33,0.898181
22,24,0.629096
30,33,0.774975
23,29,0.758815
19,25,0.542784
26,30,0.891136
32,34,1.09379
16,22,0.451232
22,27,0.711041
31,35,0.953121
23,26,0.745547
30,37,1.08674
18,23,0.656111
16,23,0.613975
18,21,0.563219
22,27,0.780049
27,28,0.937077
23,27,0.740282
12,18,0.392124
24,32,0.823836
29,33,1.04452
27,32,0.858274
22,23,0.610773
22,26,0.833902
21,23,0.519779
21,23,0.700433
27,34,0.851417
18,26,0.614636
21,24,0.754073
26,31,0.890937
21,23,0.590782
14,14,0.460793
21,21,0.513355
16,20,0.651751
17,24,0.499936
25,30,0.782216
22,23,0.753989
30,34,0.926052
14,17,0.368105
22,25,0.63507
13,17,0.443744
21,25,0.642637
28,34,1.05537
19,21,0.532955
32,41,0.99443
16,20,0.538165
26,29,0.857857
18,27,0.765209
21,25,0.81974
19,22,0.678736
26,27,0.812655
11,14,0.396313
26,29,0.620437
29,40,0.976682
37,40,1.33155
19,22,0.649332
22,24,0.744967
19,21,0.526697
18,20,0.566113
22,29,0.508223
26,30,0.856754
24,28,0.652698
23,27,0.629884
20,22,0.592335
16,19,0.476258
22,28,0.762443
23,27,0.87423
22,24,0.689748
20,25,0.525761
20,21,0.719403
22,27,0.727324
21,28,0.734945
25,28,0.939433
22,23,0.712889
27,31,0.639482
17,21,0.515708
12,16,0.346138
21,26,0.570794
12,16,0.551832
30,38,1.03869
26,28,0.876872
34,39,1.02795
14,17,0.2678
24,29,0.643445
16,24,0.630502
15,21,0.63308
18,28,0.750375
24,30,0.773752
18,20,0.612603
21,23,0.537185
21,25,0.676138
22,29,0.741717
12,18,0.471326
18,23,0.521489
23,24,0.584295
19,23,0.535399
25,27,0.840236
16,22,0.590137
20,26,0.593521
8,14,0.401174
10,14,0.274382
19,24,0.537035
24,31,0.792098
30,36,0.873413
23,25,0.921348
17,22,0.565967
27,30,0.951382
19,24,0.535898
22,29,0.70395
20,26,0.68357
12,17,0.378924
20,23,0.563812
31,34,1.25088
21,24,0.495961
18,21,0.560435
13,18,0.550489
20,21,0.443135
21,24,0.637073
16,18,0.477223
26,29,0.796686
19,22,0.552283
17,21,0.539215
12,18,0.36144
25,28,0.75053
20,21,0.602196
12,15,0.472106
27,32,1.11783
21,25,0.892043
20,23,0.824407
19,22,0.794068
19,23,0.59284
22,27,0.415578
14,24,0.676042
16,21,0.526764
17,22,0.470182
8,11,0.218145
21,26,0.546526
20,26,0.648619
11,14,0.388556
29,31,0.950672
25,33,0.744863
12,26,0.601778
13,14,0.316262
16,29,0.702946
12,20,0.470147
21,27,0.653701
21,29,0.826419
28,34,0.854772
23,27,0.765227
16,20,0.53481
25,32,0.777149
17,24,0.561715
13,21,0.493216
25,32,0.700734
13,16,0.285859
14,21,0.478407
19,22,0.588913
19,26,0.647014
19,24,0.580246
22,27,0.839173
16,25,0.578283
17,26,0.688843
19,27,0.663018
17,26,0.673999
25,34,0.716298
11,17,0.466228
19,29,0.644428
29,35,1.11385
19,22,0.581216
17,22,0.563769
15,18,0.406861
10,14,0.486492
16,19,0.597735
21,25,0.929607
17,24,0.705129
25,32,0.946863
35,38,1.20164
25,32,0.785285
16,23,0.563607
18,24,0.607652
20,28,0.823715
16,22,0.666007
18,26,0.829905
21,27,0.752984
