new_car_num, all_car_num, compuation_time
0,0,0.0006745
0,0,0.0007557
27,41,1.5231
41,70,2.54759
40,86,3.21227
40,94,4.79494
38,87,2.83011
43,91,3.00412
40,89,2.53886
38,76,2.70503
44,101,3.27372
39,102,4.41257
38,102,4.36258
40,87,3.49949
40,82,2.58232
39,74,2.73717
45,108,4.13862
38,93,4.54263
35,91,4.16996
31,80,3.25575
39,75,2.61861
32,65,1.58677
25,62,1.65817
33,72,1.68994
27,68,1.97185
24,74,2.3761
21,60,1.94716
25,59,1.78106
28,73,2.33699
25,58,1.70862
37,81,1.90436
31,70,2.01076
24,68,2.21595
27,71,2.74476
24,62,1.83647
16,59,1.48582
14,38,0.684181
33,73,1.80951
29,77,2.19296
25,79,1.95303
24,61,1.71246
20,47,1.23549
25,72,2.91513
28,56,1.86053
22,47,1.42808
17,45,1.1499
20,49,1.5371
15,41,1.24152
13,33,1.33924
19,37,1.32814
15,34,0.970468
26,47,1.15679
34,68,1.91313
13,37,1.06279
15,31,0.93455
19,51,1.34902
17,52,1.33611
17,43,1.09655
17,49,1.64991
26,51,1.64487
12,33,0.807384
15,47,1.1849
26,48,1.36888
15,32,0.9098
26,42,1.25271
25,51,1.75005
24,48,1.3315
13,53,1.70693
14,55,1.45788
20,41,1.09594
29,58,1.43395
12,36,0.874577
26,55,1.72261
21,62,1.86075
28,68,1.97818
10,53,1.58192
13,41,1.26316
25,57,1.57264
17,47,1.07484
19,46,1.43003
20,53,1.66428
20,68,2.29851
18,46,1.0478
16,37,1.1047
30,51,1.40145
23,44,1.22482
9,41,1.43819
22,50,1.25134
10,30,0.777149
21,53,1.59279
20,56,1.86925
27,53,1.43508
30,63,1.77837
20,60,1.84432
24,70,2.26244
11,57,1.48158
13,26,0.68277
24,51,1.3127
12,47,1.26283
5,37,1.11721
20,36,1.06744
22,55,1.74996
22,52,1.45313
18,49,1.58597
18,51,1.39992
28,51,1.26432
16,39,1.2205
24,61,2.07859
29,68,2.31581
17,50,1.65868
28,60,2.22686
34,63,1.95183
27,72,2.32573
8,37,0.999354
17,45,1.22345
21,78,2.34822
13,49,1.33992
21,50,1.27462
16,28,0.676922
19,51,1.23721
13,31,1.06151
27,63,1.81263
26,68,2.32353
23,58,1.74684
22,43,1.29912
19,47,1.21582
9,39,1.3275
19,40,1.34654
16,50,1.66314
25,52,1.50502
19,43,1.09884
12,44,1.39147
11,31,1.12254
26,46,1.4634
22,62,1.74288
18,60,1.81462
16,37,1.08147
23,54,1.50223
22,49,1.38398
26,48,1.49958
21,47,1.3742
25,54,1.59701
18,47,1.91582
16,64,2.66413
26,61,2.11508
23,52,1.60474
17,56,1.62322
16,52,1.63504
26,56,1.22694
20,40,1.04896
20,52,1.53507
14,43,1.04236
18,48,1.29597
25,58,1.38319
27,73,1.79856
18,49,1.21147
18,54,1.38421
27,77,1.81083
18,76,1.56959
19,61,1.51067
17,46,1.22593
25,51,1.51524
30,51,1.66999
17,37,1.36622
21,57,1.76102
27,63,2.09054
20,53,1.75999
18,53,1.85312
22,52,1.80286
17,51,1.84152
7,46,1.58624
22,42,1.30993
19,55,1.63891
20,56,1.86997
28,53,1.47086
21,61,2.07715
32,75,2.28964
21,57,1.70425
22,64,1.88895
19,68,1.87605
16,42,1.07429
21,71,1.88063
23,63,1.55282
17,57,1.51779
32,84,2.51435
19,62,1.8631
19,55,1.34932
14,37,0.845402
26,55,1.87947
25,42,1.22597
15,42,1.22031
26,49,1.37044
21,53,1.98907
25,51,1.74912
27,66,2.11427
18,65,2.0542
18,58,1.89922
26,70,1.95233
16,60,1.50683
19,64,1.68817
24,64,1.94039
20,40,0.961775
26,65,1.69893
17,58,1.71136
15,42,1.2623
17,51,1.33099
20,40,1.41093
18,42,1.72558
15,36,1.45894
19,40,1.37609
17,50,1.46805
21,49,2.03731
32,76,2.69579
26,67,1.95087
22,64,2.00136
19,50,1.49412
17,48,1.46375
18,65,1.65559
22,51,1.27134
29,55,1.33728
19,56,1.47128
24,59,1.72624
29,68,2.14747
22,75,3.03916
