new_car_num, all_car_num, compuation_time
0,0,0.0026489
0,0,0.0017173
73,73,14.36
121,121,19.9651
131,131,23.8641
117,117,21.7253
120,120,21.8293
130,130,25.1782
117,117,25.1592
113,113,20.6172
121,121,20.4841
122,122,25.4152
125,125,19.0448
109,109,17.4794
121,121,21.7149
119,119,27.6254
97,97,20.8421
113,113,20.1575
112,112,23.2107
108,108,19.5232
120,120,28.269
119,119,25.1562
116,116,19.4706
94,94,17.8201
102,102,19.9046
115,115,23.3578
92,92,19.8064
97,97,18.6476
102,102,22.4006
97,97,16.7081
98,98,18.3656
119,119,23.2045
