new_car_num, all_car_num, compuation_time
0,0,0.0011791
0,0,0.0007226
23,23,0.397902
30,34,0.758222
36,44,0.754637
26,39,0.575708
37,48,0.73496
39,50,0.710746
30,47,0.567125
30,44,0.798351
33,47,0.66489
31,52,0.886295
37,51,0.819469
30,39,0.905917
37,48,0.971378
37,45,0.897025
29,43,0.82599
39,50,1.09116
35,55,1.47011
30,36,0.829711
32,51,0.940881
32,45,0.775308
21,38,0.80401
28,39,0.691414
32,48,0.682425
32,47,0.961164
31,45,0.781308
24,38,0.629752
31,43,0.639882
20,39,0.706994
27,39,0.677403
33,38,0.651245
23,38,0.528933
28,36,0.519244
22,33,0.513722
25,32,0.463342
18,27,0.601523
29,46,0.630434
26,35,0.592774
22,30,0.387214
23,29,0.434545
21,31,0.454909
23,33,0.426207
24,35,0.54212
34,41,0.628612
16,24,0.354493
24,34,0.46654
25,42,0.692543
19,32,0.569576
24,32,0.481384
18,26,0.414662
18,25,0.315142
26,31,0.43169
21,33,0.551362
27,38,0.602457
26,38,0.578429
28,38,0.614953
21,31,0.473637
13,20,0.348047
23,26,0.400731
31,38,0.570824
25,38,0.67057
14,28,0.441587
19,29,0.567157
21,30,0.444168
13,20,0.395688
23,27,0.44596
31,35,0.452922
27,35,0.521621
19,24,0.372191
13,19,0.248063
28,37,0.652555
19,25,0.373483
13,21,0.385178
13,19,0.236766
15,19,0.194153
24,32,0.474561
26,29,0.374453
23,32,0.486445
18,24,0.367318
24,34,0.529191
18,22,0.385818
26,41,0.644075
18,24,0.447267
23,26,0.524223
24,34,0.530811
39,50,0.890495
21,33,0.473677
10,21,0.432412
26,33,0.578637
22,32,0.577782
12,19,0.316939
24,28,0.532971
15,17,0.274667
19,25,0.466909
21,33,0.559516
25,33,0.468189
18,28,0.344406
17,20,0.317523
26,34,0.670037
27,41,0.648303
15,25,0.362875
20,31,0.406344
27,34,0.545176
20,24,0.455224
18,21,0.32961
24,34,0.605919
20,28,0.384856
22,25,0.318977
13,19,0.26809
23,32,0.439334
24,33,0.525768
20,29,0.589883
14,22,0.342635
11,15,0.231574
22,24,0.422282
20,25,0.400392
19,25,0.442895
22,34,0.552357
25,38,0.680078
19,21,0.34139
14,19,0.500889
21,24,0.385945
10,17,0.222817
16,21,0.41124
24,34,0.557223
13,20,0.357401
21,29,0.578949
15,22,0.378603
17,25,0.466986
27,32,0.434467
19,25,0.490355
14,23,0.368912
12,19,0.262166
25,29,0.473435
24,29,0.433217
17,25,0.382415
21,27,0.45644
21,25,0.36634
18,26,0.483139
14,20,0.350538
14,24,0.434147
29,36,0.577983
19,25,0.457371
23,32,0.721267
19,25,0.447307
21,26,0.423571
23,31,0.564511
25,34,0.57302
12,24,0.527383
11,17,0.317464
19,23,0.391966
20,31,0.502924
20,27,0.414989
20,28,0.364977
16,18,0.385446
17,23,0.382503
23,29,0.412196
23,33,0.541884
23,30,0.440651
17,25,0.442821
17,21,0.32932
20,24,0.505787
22,27,0.484249
27,35,0.436057
19,29,0.563809
11,16,0.349461
23,30,0.558269
15,21,0.401997
24,28,0.549688
16,22,0.479343
17,20,0.323397
24,33,0.591607
11,17,0.321438
21,29,0.442791
19,34,0.623351
27,33,0.539877
18,23,0.395736
4,16,0.471079
23,31,0.668043
24,29,0.511833
24,33,0.670143
27,37,0.782105
21,31,0.62313
13,18,0.39761
18,24,0.31683
25,33,0.502638
14,17,0.244744
25,28,0.347099
14,21,0.334423
28,33,0.46088
13,23,0.366397
22,35,0.56362
17,26,0.331944
16,25,0.361886
17,21,0.291014
20,24,0.318797
19,26,0.442495
14,19,0.288469
24,34,0.654069
25,35,0.471411
16,26,0.407798
27,31,0.418685
21,31,0.467415
25,36,0.655223
20,32,0.505611
23,29,0.472179
21,26,0.334084
21,33,0.478467
15,23,0.406374
16,28,0.594135
21,28,0.449911
19,25,0.449542
16,21,0.402251
22,33,0.39592
24,33,0.561598
19,22,0.438403
17,26,0.440447
19,31,0.407233
23,30,0.487359
23,29,0.520072
23,33,0.570631
22,30,0.534844
21,24,0.37268
