new_car_num, all_car_num, compuation_time
0,0,0.0013234
0,0,0.0009815
96,96,17.4708
159,166,30.0636
153,169,30.4458
149,274,42.2295
153,320,49.4949
153,340,58.0646
143,420,54.086
145,460,70.4956
150,469,67.8024
163,558,77.7916
146,587,79.0511
146,573,76.8498
161,670,88.9001
154,667,88.2946
147,658,87.3389
153,731,94.2508
162,791,104.005
146,779,99.3588
140,831,100.149
143,824,107.958
139,847,106.487
129,894,104.628
152,928,115.323
149,920,121.65
144,962,112.322
138,986,116.531
130,987,117.271
132,976,108.065
134,1035,112.82
130,1006,113.267
128,1011,103.696
126,1069,112.17
137,1032,117.544
126,1069,106.925
144,1102,112.879
134,1072,119.327
127,1085,112.884
124,1035,112.424
108,1083,123.826
118,1080,109.871
110,1000,104.924
117,1045,110.43
117,1068,106.103
113,1057,107.188
101,1036,106.62
110,1014,91.5966
87,982,102.607
77,951,93.1001
100,1003,101.035
91,964,100.313
81,979,95.9086
77,1009,96.1861
99,927,99.0131
89,953,86.9689
95,973,86.2511
79,938,83.0553
73,908,92.3179
83,886,86.6599
85,936,77.4645
80,874,78.98
69,856,71.7404
92,912,78.2096
89,834,80.1349
75,835,69.6638
78,851,72.3392
68,811,70.4244
63,753,61.0489
69,755,62.1914
59,718,66.5917
67,727,55.7118
63,720,57.8856
55,722,61.9139
67,670,58.0296
64,691,59.8778
77,657,60.5028
67,654,61.2414
55,610,60.313
53,569,46.4516
49,574,49.5919
46,520,50.5326
48,517,40.4099
42,517,42.9171
32,445,40.383
36,465,38.6423
49,463,46.1618
40,440,37.9705
43,401,32.8548
39,420,40.0041
37,405,37.0346
45,369,35.205
