new_car_num, all_car_num, compuation_time
0,0,0.0030472,0.0010479,0.0012694,0.0023852,0.0009582,0.0087495,0.0063408,0.0045361,0.002003
0,0,0.0013835,0.0019703,0.0016851,0.0031761,0.0016902,0.0016766,0.0027175,0.0021856,0.0037748
28,70,0.132991,0.270481,0.606269,0.275155,0.0025685,0.186716,0.422189,0.13455,0.131729
51,124,0.485866,0.742651,0.524024,0.695605,0.0021654,0.297992,0.590823,0.589373,0.594195
50,121,0.193869,0.669749,0.483463,0.585612,0.0025002,0.520359,0.537573,0.296379,0.592483
45,122,0.831115,0.528853,0.518778,0.510738,0.0022428,0.52959,0.466344,0.18382,0.614107
37,135,0.836336,0.536118,0.440937,0.317984,0.0024557,0.405115,0.590083,0.244599,0.661895
56,162,0.637097,0.565922,0.584978,0.438096,0.0028021,0.931611,0.598024,0.83003,0.266304
51,205,0.362658,0.831091,0.375633,0.704661,2.22536,0.952322,0.470387,0.779883,0.539215
38,167,0.331905,0.619394,0.433724,0.542736,1.3878,0.425909,0.258213,0.678105,0.502851
34,217,0.444814,0.648054,0.413688,0.786647,1.84612,0.922855,0.257783,0.854759,0.637498
40,238,0.441553,0.86872,0.520582,0.696013,3.58929,0.558188,0.552065,0.843599,0.781182
49,251,0.550825,0.772404,0.446575,0.680105,2.61106,0.70239,0.786156,0.497148,0.439955
43,233,0.363238,1.09211,0.311006,0.604307,3.34389,0.869743,0.305269,0.555078,0.352181
58,312,0.566997,0.953441,1.21076,0.527942,3.2114,0.555942,0.87115,0.979083,0.394768
39,269,1.06548,0.373606,0.686478,0.591248,3.44999,0.366664,1.13885,0.616911,0.454599
44,276,0.530058,1.31331,0.3935,0.529848,4.60524,0.683601,0.718434,0.777221,0.333225
51,309,0.628113,2.62123,0.430612,0.757133,1.73617,0.965028,0.832719,1.2667,1.03266
42,303,0.542547,1.86458,0.321551,1.19537,3.38136,0.754976,0.683473,0.632483,0.953613
49,345,0.809256,0.88667,0.998525,1.13941,2.62129,0.68804,0.860962,0.815473,0.715428
51,390,0.567094,1.30178,0.640632,1.24004,6.25139,0.751261,0.787243,1.05987,0.527701
44,311,0.386556,0.515887,0.495084,0.896395,5.19606,0.818575,0.64275,0.675035,0.684585
39,307,1.04549,0.576902,0.754988,0.439601,5.25429,0.615453,0.486917,0.409313,0.566679
44,413,0.666108,1.22123,0.536478,1.33765,8.46217,0.769604,0.793388,0.816707,0.942164
50,411,0.65958,0.968567,0.733792,1.10162,6.82791,0.917826,1.04055,0.764208,0.481052
43,356,0.800367,1.49661,0.59722,1.11708,0.287556,0.949026,0.845312,1.03327,0.967336
46,409,0.908235,1.13515,0.671198,0.790463,8.71658,0.949807,0.831638,0.320954,1.20373
60,510,0.475632,2.05689,0.708024,1.51133,6.49274,1.21136,1.02823,1.73877,1.06916
45,407,0.494506,2.57406,0.72117,1.00762,3.77535,0.925471,0.557135,1.51365,0.826547
52,435,1.56556,1.01882,1.03543,0.895099,6.11393,1.59234,0.770881,1.11639,0.880872
49,487,0.52827,1.26493,1.1049,1.45095,6.45315,0.660825,1.17464,1.07962,0.76828
40,470,1.30267,1.3397,1.18673,1.1382,6.47042,1.07086,1.38691,0.835682,1.62037
53,502,0.895503,1.71232,1.47048,1.01791,8.48461,1.40753,0.634777,1.28847,0.700188
46,475,0.823109,1.25323,0.834176,0.740999,8.27148,1.24304,0.963474,1.17599,0.915423
45,461,0.568846,0.930371,0.60431,1.3611,5.79592,0.914674,0.672383,0.761778,0.951215
45,490,0.603047,1.14565,0.97534,0.983763,7.24453,1.29265,0.612917,1.28996,0.986089
61,497,0.757822,1.12509,0.952799,1.17747,8.42422,1.23442,1.10036,0.780542,0.318848
47,524,1.12311,0.910956,1.36758,0.906479,6.74614,1.27239,0.807308,1.44251,1.10784
