new_car_num, all_car_num, compuation_time
0,0,0.0012871
0,0,0.0013564
12,24,1.8956
20,50,5.17881
18,66,8.25898
18,107,9.54277
21,111,9.35618
13,91,8.85652
18,148,10.2168
19,146,11.5666
21,151,14.4391
23,220,15.2132
10,157,11.1698
15,183,12.9693
17,203,15.2703
14,203,13.4757
12,195,12.5961
21,231,14.4143
10,216,11.9069
19,218,11.4125
13,242,12.1187
22,270,14.9695
23,274,16.9008
18,284,13.7085
17,311,18.9115
12,280,13.4866
16,304,16.1
14,290,17.8275
21,319,15.5885
13,288,15.127
18,310,14.1747
15,303,17.1926
15,294,14.9916
18,295,15.6428
17,307,15.2484
16,312,13.3743
21,290,15.3701
24,307,13.8619
17,316,15.1713
20,312,14.5978
17,336,17.3635
20,362,19.4995
17,311,15.3159
20,321,16.5177
14,336,16.9595
17,317,15.3851
17,332,16.4792
13,324,16.1961
15,308,15.2795
12,336,18.3555
14,288,11.0273
12,323,13.6289
13,310,14.8183
11,298,9.56245
23,309,11.7186
21,316,15.6289
13,275,12.5376
14,308,15.0371
18,355,14.7365
16,282,10.945
17,314,15.4488
16,340,11.9215
20,305,16.7867
21,311,13.9011
18,326,15.3275
20,307,16.1666
15,289,12.8686
23,344,16.4374
14,290,16.0034
13,290,10.7518
13,299,15.5209
23,299,14.1528
13,296,13.7769
16,314,18.9658
14,278,13.729
21,332,15.0751
20,338,18.1617
8,269,17.5526
13,309,15.3283
12,295,17.6441
10,255,12.6169
19,297,12.6447
13,278,14.3653
13,264,14.6972
18,286,15.5311
13,275,13.1028
14,272,15.284
9,265,11.6119
19,306,13.2162
19,265,14.4087
17,297,14.585
18,317,15.4919
11,299,13.9282
17,302,12.9624
18,294,18.1481
17,276,16.2287
15,280,13.8702
12,298,17.0021
13,258,17.5905
20,272,16.0221
16,296,17.9367
17,294,14.9081
14,279,15.1853
25,308,19.7802
15,300,16.6457
9,276,13.4553
18,306,17.1037
13,279,13.859
17,299,16.748
22,309,16.4252
24,318,20.2771
22,301,15.106
16,321,16.3584
15,299,15.8993
15,320,16.1733
13,312,15.6642
24,307,17.6463
13,298,15.6159
13,352,19.537
15,283,13.229
14,293,17.246
19,320,14.0934
19,302,16.5823
22,337,19.0831
18,316,14.739
