new_car_num, all_car_num, compuation_time
0,0,0.0016715
0,0,0.0013798
24,24,0.82813
40,44,1.32214
44,59,2.26986
39,75,2.30543
41,87,2.30674
49,108,2.80403
33,107,2.58909
48,113,2.60068
51,156,3.87906
49,163,3.35928
38,153,3.59094
43,162,2.87296
38,161,3.28771
41,172,3.46616
49,201,4.58649
38,187,3.96406
34,175,3.39729
40,194,3.3704
47,186,3.10947
39,178,2.80251
41,190,3.40858
39,172,2.6628
44,194,3.1257
49,205,4.33433
34,196,3.27284
44,183,3.97222
40,161,2.95945
29,158,2.79387
49,220,4.04489
43,182,3.13836
36,157,2.52788
38,193,3.51904
36,175,3.02464
42,193,3.73779
40,184,3.27218
45,173,3.3924
39,174,4.00719
49,189,3.74878
38,190,3.57633
49,203,4.72717
42,207,4.40338
40,180,3.56456
42,194,3.42951
39,185,3.52317
48,205,3.73852
36,207,3.28041
39,177,3.15414
37,202,3.662
54,193,3.35262
55,188,3.42266
50,196,3.30048
32,205,3.12659
41,223,3.67629
43,205,3.35612
43,170,2.86807
45,212,3.39151
37,204,3.86588
44,210,3.3693
44,211,3.49243
35,197,3.29992
43,208,3.19731
37,175,2.94851
44,220,4.24929
43,200,3.87014
40,187,3.71101
44,210,3.64742
42,184,3.5718
52,205,3.49188
38,169,3.08394
39,198,4.40809
40,199,3.33303
44,181,3.56453
44,194,4.15618
35,171,3.32392
43,187,3.5023
48,201,3.81359
37,214,3.67455
40,190,3.48195
45,195,3.25669
42,210,3.37314
49,218,4.6725
42,184,3.46011
53,225,4.23949
43,200,3.46522
41,208,3.8846
38,191,3.04136
40,213,3.75099
44,193,3.40812
45,215,3.91368
42,203,4.16011
36,196,3.83675
45,216,3.52549
40,209,3.96764
36,177,3.21996
49,220,4.01562
31,184,3.23422
38,175,2.86627
45,214,3.45394
47,208,3.94368
49,187,3.20499
36,202,2.86309
55,219,3.61754
43,187,3.07984
38,178,3.28775
45,228,3.85816
50,209,3.28913
46,216,3.60689
54,212,3.98825
41,201,3.30079
42,211,3.42955
44,201,3.23179
41,216,4.15147
40,187,2.92581
35,202,3.28027
40,187,3.42723
39,194,2.65697
40,186,3.25319
44,193,2.97186
46,201,3.2615
50,214,3.33867
36,201,2.81717
48,200,3.64288
44,205,3.48737
43,193,3.4288
46,203,3.52589
40,183,3.33171
35,196,3.00251
45,199,2.93169
52,205,3.38781
41,201,3.16696
34,197,3.36864
39,202,2.94899
40,204,3.34576
27,177,2.89278
46,191,3.30027
34,183,3.42652
42,189,2.93537
53,228,4.13273
41,194,3.30678
47,188,3.40247
40,228,3.48016
48,195,3.60315
46,186,3.13568
41,210,3.4079
45,219,3.88342
49,207,4.4538
35,203,3.05521
50,199,3.66701
47,214,3.38094
35,180,2.81388
37,205,3.48829
41,197,3.84477
58,215,3.15105
44,220,3.73569
38,189,3.50032
46,205,3.56157
37,187,3.30207
40,197,3.12435
50,228,3.88559
39,202,2.84973
38,188,3.42507
37,212,3.04852
50,188,2.72426
42,206,3.04421
39,197,3.73425
41,213,3.21127
43,206,3.29135
43,200,3.32994
49,194,3.87172
48,198,4.04466
52,211,3.80591
35,194,3.91794
46,203,4.28459
37,213,3.7114
37,187,2.8903
45,207,4.00491
49,226,3.90088
47,213,3.64931
39,200,3.2628
39,196,3.5468
49,221,3.6214
44,206,3.46922
34,203,3.24308
51,224,3.89981
40,212,3.20468
48,194,3.96167
36,213,3.23756
47,183,2.99223
37,228,3.29394
38,202,3.29052
39,225,3.30216
42,187,2.87612
42,213,3.33521
46,220,3.72578
41,202,3.00021
40,194,3.56735
53,206,3.4743
46,219,3.59015
50,200,3.40957
44,203,3.10351
44,213,3.33063
46,206,3.43277
39,180,3.02929
47,219,4.29122
43,212,3.25585
40,223,3.46466
49,221,4.04959
41,202,3.60062
46,204,3.27117
52,221,3.96222
40,206,3.14844
46,210,3.50513
46,230,3.64971
38,210,3.4048
43,193,3.60741
40,202,2.88636
32,213,3.29933
34,185,2.94264
47,212,3.18369
48,197,3.6642
46,194,3.63041
47,208,4.12438
41,212,3.92754
38,193,3.52921
49,213,4.04432
40,200,3.69516
42,172,3.13581
43,187,3.93581
38,209,3.92968
44,209,3.28528
35,180,2.94382
47,199,3.79226
50,214,3.6911
38,180,3.34276
42,209,3.34702
44,232,3.76457
41,208,3.16968
51,206,3.0711
50,219,3.80689
43,213,3.42952
47,194,3.81452
48,208,3.23023
42,233,3.82663
46,207,3.62639
47,208,3.748
45,205,3.90242
55,223,3.90617
43,179,3.16404
47,209,4.00335
53,230,3.82657
46,209,4.78863
45,204,3.37076
40,214,3.79923
35,219,3.9277
42,206,3.60729
45,211,3.46221
38,201,2.7311
51,207,3.98205
48,221,3.81002
50,239,3.88682
41,210,3.33027
31,198,2.79934
40,212,3.5415
35,206,3.26698
41,202,3.25661
43,209,3.22633
46,206,3.40504
