new_car_num, all_car_num, compuation_time
0,0,0.0008569
0,0,0.0008064
23,37,1.53971
30,58,1.93979
36,82,2.41486
26,81,2.21656
37,92,2.40597
39,94,3.1417
30,93,2.20372
30,85,2.22118
33,84,2.68598
31,77,2.49155
37,79,2.5607
31,69,2.33004
37,94,3.4528
37,99,4.04307
28,98,3.75481
39,107,4.01251
34,98,4.05364
29,90,3.1393
30,72,3.13244
32,89,2.6934
24,88,2.71592
29,94,2.85448
31,84,2.26314
28,79,2.23006
28,81,2.67876
28,84,2.4961
31,67,2.67034
23,47,1.47784
35,68,2.5288
34,84,2.84443
26,77,2.45207
25,68,2.10528
22,61,1.60728
23,46,1.10511
20,55,1.94125
30,71,2.12158
25,69,2.1873
23,65,1.8736
30,64,2.30075
26,65,2.28305
26,69,1.88199
18,50,1.34161
23,66,1.90072
26,75,2.30577
33,82,2.61638
9,55,1.54647
11,37,0.908659
26,62,1.56783
29,84,2.29828
27,65,1.84761
29,77,2.27023
20,71,2.62256
23,72,1.87644
26,69,1.80942
24,72,2.66901
22,56,2.36304
23,61,1.8235
40,94,2.70713
26,72,2.12032
24,65,1.64092
36,83,2.63795
22,63,1.98971
16,65,1.41218
19,61,1.53184
22,62,1.55087
25,44,1.33078
34,55,2.18779
24,52,1.55404
12,47,1.34142
29,68,1.80607
18,58,1.43058
12,60,1.44667
20,56,1.90034
21,49,1.51529
15,60,2.00885
18,59,1.97366
19,51,1.61594
38,84,2.35022
26,73,1.80221
20,76,2.36976
20,70,1.99117
14,58,1.49746
27,52,1.39447
26,63,1.67923
23,67,1.91291
27,67,2.04072
28,70,2.40132
23,67,2.46519
17,60,2.29532
18,43,1.39553
17,35,1.53027
15,43,1.10297
21,56,1.41959
21,64,2.53707
24,67,2.68812
18,47,1.32079
30,73,1.91466
28,68,2.35169
21,55,1.92342
15,50,1.66508
31,78,2.63906
19,61,2.10033
17,58,1.83502
34,62,1.99126
25,67,2.18847
21,63,1.62308
15,52,1.5394
14,51,1.8829
21,36,1.17275
21,50,1.34335
21,49,1.42276
15,48,1.45888
19,47,1.48931
22,58,1.67938
20,53,1.64426
13,48,1.72075
11,32,1.17972
15,37,1.56782
23,49,2.03088
20,49,1.75655
19,47,1.62429
14,41,1.44877
19,49,1.78626
10,44,1.36389
14,44,1.11824
26,64,1.95995
12,52,1.83701
15,42,1.66448
24,65,2.13413
29,76,2.84326
22,78,3.23786
23,64,2.09755
25,72,2.54841
22,75,2.28236
23,62,2.46515
18,54,2.04025
19,51,1.54347
15,39,1.31531
19,54,1.3659
27,56,1.52564
20,48,1.09872
17,40,0.867657
22,61,1.96442
18,42,1.4838
16,47,1.44236
21,46,0.998524
25,54,1.84283
19,55,1.4742
12,32,0.697536
14,48,1.22114
24,60,1.87995
14,47,1.65887
10,46,1.34156
28,61,1.82692
27,62,1.73395
21,55,2.19755
17,54,2.24562
21,39,0.92183
18,37,0.920384
21,60,1.6951
24,64,1.77619
19,54,1.61612
26,75,2.34766
24,67,2.28435
22,59,2.34312
25,55,1.73695
21,55,1.97416
18,55,2.00351
23,58,2.16283
22,62,1.65622
22,63,1.86473
26,67,2.17612
28,68,2.3669
27,67,2.53424
28,81,2.47433
17,48,1.72043
27,67,2.01464
25,79,2.82522
19,74,2.30318
15,50,1.09923
28,64,1.36838
18,57,1.41074
17,55,1.78239
20,46,1.24061
22,49,1.7098
28,58,1.69052
19,54,1.66684
18,58,1.64338
16,42,0.986271
29,62,1.46373
20,49,1.32804
21,58,1.63913
18,56,1.4543
21,62,1.4613
27,76,1.59314
16,58,1.43167
24,54,1.38378
33,67,2.18684
18,57,1.6905
10,43,1.12217
20,70,2.17449
26,64,1.70588
27,54,1.94352
23,58,2.26774
17,59,2.35304
20,74,2.11449
17,56,1.29692
10,45,1.26804
14,47,1.34012
22,51,1.59498
12,32,0.800269
28,54,1.54138
22,55,1.37063
32,71,2.09436
22,61,2.11866
12,37,1.02071
20,65,1.86894
16,34,1.06792
23,41,1.15405
17,40,1.07853
21,44,1.38324
20,43,1.40311
