new_car_num, all_car_num, compuation_time
0,0,0.0032682
0,0,0.0013651
23,35,0.657521
30,56,0.989399
36,74,1.00774
26,65,0.768024
37,100,1.0044
39,110,1.32331
30,95,0.957925
30,102,1.07998
33,101,1.17818
31,89,1.00561
37,114,1.52518
30,101,1.31907
38,102,1.57003
37,108,2.01349
28,91,1.39985
39,101,1.4973
34,118,1.28647
29,109,1.29297
30,118,1.63591
33,112,1.66041
26,111,1.71627
30,121,2.01651
30,106,1.59812
26,103,1.39447
30,98,1.21527
28,101,1.63036
22,86,0.943148
14,80,1.41499
33,98,1.6509
31,108,1.37402
20,101,0.932136
27,81,0.871453
27,81,0.918928
26,84,1.14773
19,82,1.24443
28,96,1.53729
27,104,1.72594
25,77,1.49344
21,89,1.06717
31,107,1.53045
21,74,0.743779
22,71,0.800949
25,73,0.870414
26,65,0.89419
28,79,0.9466
27,98,1.08237
27,109,1.27653
18,76,1.40985
18,74,1.15424
24,82,0.935517
21,109,1.19108
24,80,0.900941
28,74,1.25723
13,66,0.789362
22,86,1.0126
26,89,1.38874
22,74,0.960441
23,97,1.1053
20,101,1.09269
24,96,0.929938
20,105,0.974697
11,78,0.918234
28,90,1.01967
23,97,1.09274
20,98,1.11772
23,99,1.38922
23,101,1.50699
27,89,1.34475
24,105,1.67917
14,74,1.0718
17,80,0.951733
15,64,0.627259
10,71,0.775558
28,82,0.931422
21,94,1.05798
20,73,0.822612
21,102,1.29074
21,84,1.15476
20,92,1.07093
24,102,1.38949
26,105,1.42439
18,75,1.0062
29,80,1.32952
16,92,1.16993
22,99,1.28433
24,101,1.32802
17,98,1.64054
14,97,1.25989
30,116,1.8604
27,124,1.84141
22,99,1.19533
28,85,1.08978
18,80,1.29443
21,87,0.988992
13,87,0.829428
26,85,1.04428
11,77,1.03475
21,96,1.64655
24,108,1.3252
20,90,1.18973
19,89,1.68319
29,106,1.54502
32,141,2.11507
23,105,1.86394
21,105,1.52415
20,104,1.54739
19,92,1.80797
29,86,1.85941
13,72,1.04766
20,66,1.01652
20,85,1.29962
11,62,1.01099
16,59,0.57374
20,56,0.678047
19,76,0.701959
25,73,0.651032
15,73,1.10397
19,66,0.907448
16,89,1.38572
13,74,0.8508
15,64,0.854373
20,85,0.820517
12,77,0.809586
20,83,0.93855
26,93,1.11016
19,103,0.84441
26,91,1.01112
28,100,1.71401
16,96,1.20764
12,90,1.7229
20,74,0.911548
24,96,1.36055
19,93,1.10616
26,94,0.834767
27,111,1.34458
18,101,1.61539
22,112,1.86458
18,106,1.59057
28,112,1.3101
22,95,1.26502
27,92,1.28729
25,119,1.88271
15,97,1.41451
13,94,1.24279
17,77,1.07085
19,77,1.06639
29,88,1.32899
18,128,1.3753
19,103,1.31254
15,89,0.858501
27,84,1.19969
20,85,0.868301
17,92,0.950581
27,95,0.981997
25,119,1.29875
15,102,0.96484
29,94,1.10738
13,80,0.73945
11,68,0.529957
25,98,1.16383
25,101,1.29788
15,105,1.30383
23,74,0.753218
25,79,1.05325
17,73,0.973788
30,111,1.30099
24,121,1.86094
18,104,1.29099
17,95,1.57873
13,88,0.843962
26,111,1.48721
13,91,1.27163
20,87,1.17613
17,113,1.28105
24,96,0.862594
25,94,1.65553
18,80,1.13088
19,83,1.21311
10,91,0.983954
20,107,1.40207
20,98,1.56594
19,106,1.25407
13,93,0.992457
31,106,1.48629
27,95,1.13675
20,103,1.23293
17,87,0.750442
21,102,1.15715
16,81,1.11431
17,99,0.940343
26,99,1.30371
16,85,1.15306
13,80,0.881938
17,73,0.867522
27,83,0.860872
20,88,0.98824
19,85,0.737765
23,91,0.974541
22,95,1.24684
19,99,1.04438
20,86,0.949126
16,85,0.943054
29,101,1.02823
16,107,0.779037
24,113,1.04122
19,80,0.985203
18,84,0.934407
25,98,1.34769
19,75,1.06572
23,100,1.30235
24,102,1.72373
29,94,1.2615
18,73,1.21635
25,91,1.28689
30,99,1.46256
23,79,1.10971
28,92,1.14605
15,80,0.814904
24,68,0.924879
16,79,0.837256
22,69,0.897783
28,94,1.23087
