new_car_num, all_car_num, compuation_time
62,85,1.18568
38,83,1.04043
35,92,1.16883
31,86,1.04525
34,108,1.17268
37,106,1.1683
35,112,1.10812
38,96,0.966301
34,93,1.06937
39,100,1.12038
31,114,1.04364
40,115,1.17028
34,107,1.19049
34,116,1.26901
35,98,1.14256
37,110,1.20836
34,116,1.34571
31,120,1.12096
37,113,1.08609
41,119,1.30715
31,94,1.08711
35,99,1.18171
37,119,1.53491
41,125,1.46312
32,89,0.941577
32,95,1.03271
34,90,1.50944
32,100,1.37745
34,125,1.56477
35,112,1.35255
27,96,1.16509
24,110,1.48514
33,120,1.72588
26,88,1.11094
38,123,1.68183
36,114,1.41529
42,113,1.39064
32,124,1.42744
31,98,1.25079
29,115,1.4579
27,109,1.24455
27,86,1.0708
36,122,1.33265
31,129,1.34431
24,129,1.53681
36,127,1.38368
29,125,1.6508
27,123,1.51869
30,94,1.21258
26,103,1.27489
26,98,1.25027
20,88,1.32316
24,111,1.49723
25,97,1.32014
24,101,1.35363
22,132,1.71967
31,120,1.47513
28,92,1.2587
30,116,1.5857
32,103,1.55811
28,88,1.1245
19,104,1.41852
32,118,1.58443
25,120,1.50397
16,97,1.19171
21,115,1.40069
21,131,1.7511
31,131,1.82518
21,98,1.05996
20,106,1.41517
25,141,1.80534
23,104,1.45002
12,64,0.821763
16,57,0.876741
26,109,1.73955
23,109,1.25006
26,128,1.87476
24,106,1.50398
23,130,1.70496
19,104,1.28055
21,67,0.944556
20,88,1.21936
23,121,1.50299
24,92,1.13244
26,90,1.228
31,117,1.56395
20,77,1.03695
20,101,1.86241
21,98,1.61161
16,104,2.07954
30,109,1.94362
22,100,1.56092
24,121,2.03282
20,92,1.63737
19,91,1.67212
11,91,1.41046
19,127,1.91773
15,112,1.96918
19,97,1.56471
15,91,1.73372
20,105,1.71204
20,113,1.85837
26,120,1.94002
19,84,1.40118
20,54,0.921708
25,123,1.59699
25,109,1.66331
27,119,2.18725
23,103,1.79605
15,102,1.44871
17,118,1.72777
19,106,1.91302
17,73,1.38191
14,78,1.2419
22,117,1.75004
30,106,1.84088
23,133,2.22541
14,103,1.87287
15,98,1.75051
12,113,2.30146
19,105,1.91295
18,88,1.44086
25,116,2.09061
16,107,1.5892
20,112,2.03367
14,96,1.37269
18,80,1.38344
13,85,1.48267
16,98,1.47018
23,83,1.34986
26,113,1.60241
22,113,1.88344
17,84,1.46053
10,108,1.90553
18,92,1.7791
21,108,1.85201
15,99,1.72578
12,77,1.39241
18,84,1.48271
19,74,1.24278
23,98,1.92172
18,92,1.68272
23,78,1.58165
34,101,1.63526
28,116,2.14911
24,102,1.72865
26,97,1.79415
13,85,1.40719
17,99,1.8447
21,83,1.35881
15,104,1.83389
17,93,1.6373
17,90,1.34529
18,78,1.29066
17,87,1.42494
14,99,1.6898
13,99,1.52251
9,96,1.57929
13,109,1.82725
15,106,1.91223
19,117,2.08988
23,113,1.91144
15,76,1.56568
22,98,1.86494
21,97,1.72862
23,103,1.69204
15,107,1.59888
24,93,1.49728
33,116,1.58232
19,84,1.1795
27,103,1.62284
19,88,1.25558
25,96,1.59711
24,128,1.89523
21,98,1.55262
13,84,1.239
28,113,1.94575
19,118,1.84114
22,109,1.41831
19,111,1.67301
30,115,1.8915
21,114,1.69826
17,81,1.37925
17,104,1.69693
16,112,1.81661
18,77,1.28496
12,91,1.34569
16,99,1.78585
15,92,1.52388
15,98,1.85421
15,64,1.07742
20,65,1.21003
25,103,1.9772
14,77,1.40848
8,68,1.21572
18,86,1.59113
17,66,1.37039
24,111,1.63847
20,113,1.57994
16,95,1.41009
21,97,1.47325
24,126,2.06385
27,136,2.55444
17,111,1.65207
19,114,1.67194
22,110,2.10563
18,108,2.14801
18,121,2.10281
24,103,1.8778
28,120,1.84876
26,108,1.5544
18,100,1.89483
24,101,1.95372
19,92,1.66462
18,94,1.47097
21,118,2.03261
16,101,1.67425
18,90,1.61243
14,113,1.90406
9,92,1.57809
8,67,1.09992
13,65,1.10696
11,84,1.52633
17,101,1.93384
25,99,1.81018
26,122,2.21611
24,106,1.74668
18,92,1.43435
23,99,1.77531
18,130,2.25148
28,130,2.31437
23,120,2.11199
19,94,1.71865
19,106,1.81514
17,51,1.03452
16,59,1.01155
11,102,1.51706
26,118,2.19119
23,97,1.69045
22,114,1.71011
23,110,1.74601
24,113,1.53165
20,112,1.66465
18,82,1.44312
24,93,1.73338
21,96,1.40475
19,93,1.54656
14,94,1.4776
18,106,1.57753
