new_car_num, all_car_num, compuation_time
18,37,1.14687
14,61,1.69514
10,73,1.75382
11,102,1.47272
6,111,1.74462
7,103,1.58637
8,101,1.74134
10,95,1.90141
14,101,1.80108
6,94,1.87152
7,90,1.60501
8,104,1.5037
16,104,1.61115
11,116,2.54592
11,98,2.53992
15,99,2.04106
9,88,1.66982
14,106,1.99677
9,101,1.6842
13,126,2.37444
10,151,2.51645
15,128,2.58087
12,112,2.31515
12,117,2.70874
8,144,2.62297
14,129,2.11631
10,133,2.31043
13,133,2.46308
13,120,1.87107
11,121,2.07036
12,108,1.87322
15,90,1.34572
11,72,1.09344
14,99,2.02494
11,105,2.39411
11,124,2.86702
8,123,2.67729
14,121,2.19073
9,127,2.89277
10,116,3.08309
12,114,1.7908
7,122,2.11536
15,120,1.85965
12,98,1.4022
8,102,1.45648
15,92,1.43109
11,95,1.5555
12,122,2.19347
5,114,1.66968
11,110,1.76824
12,112,1.85372
10,102,2.11105
12,67,1.34629
13,100,2.17331
11,131,2.05536
10,101,1.174
15,124,2.14934
11,100,1.82597
9,106,1.9551
10,111,2.32259
12,104,1.69005
10,99,1.33382
13,102,1.77104
12,108,2.15059
14,122,2.42994
11,110,2.18337
8,123,2.49461
10,89,1.70112
10,95,2.06397
10,100,2.00846
11,98,2.37972
10,108,2.11276
13,106,2.16138
16,108,2.02667
14,130,2.6908
7,124,2.34333
13,136,2.38111
15,141,2.17307
9,122,2.31407
14,132,3.27012
11,111,2.61936
12,121,2.10845
12,140,1.93096
13,122,2.71374
15,114,2.30573
15,111,2.77111
11,110,2.23837
11,125,2.38904
9,126,2.05756
11,137,2.46202
11,136,2.64068
8,97,1.81249
17,92,1.60266
10,116,1.48702
13,113,1.81797
16,114,2.22158
13,106,1.71347
11,121,2.11666
13,100,1.66024
8,116,2.11658
9,112,1.81353
12,117,2.36869
8,137,2.7113
16,138,2.90472
13,130,2.52764
13,136,2.50858
15,122,2.33799
9,126,2.44452
15,140,2.84872
12,124,2.1874
10,137,2.33759
15,157,3.08455
7,124,2.20747
12,142,2.08044
8,110,1.27234
12,88,1.58676
9,74,1.37625
8,74,1.26143
15,109,1.83898
11,73,1.37859
11,87,1.63912
18,126,2.54847
13,133,2.75101
14,157,3.00779
8,129,2.3289
10,118,2.31691
7,125,2.57985
10,106,1.90796
13,102,1.28376
11,105,1.48681
9,99,1.71968
12,92,1.51225
12,112,1.7369
13,124,1.53582
10,128,2.34701
14,120,2.7283
