new_car_num, all_car_num, compuation_time
41,87,2.05731
32,135,3.18106
20,158,4.20878
24,201,4.93751
31,247,5.74144
33,258,6.00836
18,212,4.3295
21,230,4.40358
20,222,4.51771
25,198,3.84445
23,221,4.63616
28,239,5.18996
26,220,4.32078
24,226,5.2186
25,242,5.81565
25,236,6.31025
22,249,7.03913
21,249,5.96449
24,279,5.9719
23,268,5.59287
20,269,6.41354
24,274,6.58631
29,298,6.66332
30,304,6.57059
23,297,6.30115
27,307,6.65436
25,277,6.4704
18,264,6.40684
31,308,7.03441
29,309,7.59011
22,314,8.35555
20,294,7.01006
30,348,7.27322
24,328,7.47287
27,325,7.05747
30,336,6.51124
21,308,6.16226
22,294,5.79318
24,294,6.71675
22,282,5.97859
27,295,6.89271
19,257,5.99525
21,281,7.25531
29,275,6.23499
12,251,5.98212
33,269,6.07385
22,241,5.18068
22,293,6.49778
15,281,6.645
24,291,7.2601
21,283,6.58804
20,261,6.33849
25,298,7.05438
30,309,8.2843
20,289,7.32519
24,294,7.10672
27,285,6.82561
23,273,7.05809
25,277,7.49165
29,309,7.9562
25,305,7.46648
21,289,6.11451
26,306,6.72237
29,285,7.05785
30,298,7.18509
20,276,6.4732
31,315,7.60367
24,282,7.42473
22,264,6.6934
24,267,6.78899
21,293,6.81611
22,253,5.86501
23,258,6.22429
24,300,6.74111
33,311,7.45902
19,306,8.24812
26,290,6.46977
29,306,7.84206
26,288,6.99077
31,318,7.60965
25,324,8.01879
24,338,8.52905
26,330,8.07449
25,270,6.2184
28,288,6.52678
20,259,5.76715
26,211,4.40078
25,245,5.58987
21,213,4.66102
27,218,4.67261
23,261,5.93786
21,254,5.58837
18,234,5.46076
19,243,4.37899
26,243,6.59701
17,232,6.17208
17,236,6.28545
33,242,4.21898
30,264,6.08036
22,293,7.14681
17,243,6.44803
22,246,6.70238
20,244,6.30733
35,235,5.81581
27,244,4.84178
19,198,4.68378
17,196,5.11213
28,250,6.80902
28,286,8.25756
29,291,7.33367
27,285,7.18582
28,262,6.34535
23,270,6.36259
27,268,6.28778
22,226,4.8064
33,280,5.92701
21,295,7.82184
32,323,7.50809
29,314,8.00311
26,296,7.93763
22,292,7.16043
24,323,5.60919
27,299,4.84422
24,286,7.80665
32,307,8.57248
31,306,7.95443
20,282,8.11353
19,280,5.83198
25,283,7.63721
25,264,7.83936
26,282,7.17507
21,263,4.47151
25,284,7.0806
19,279,6.30454
29,279,6.58968
25,276,7.77711
24,238,5.71883
24,230,4.44494
23,250,4.64576
27,258,5.85576
25,231,4.15138
26,217,3.50696
23,266,3.31154
25,236,4.10337
24,226,3.34286
23,238,4.70114
24,255,5.57369
23,245,5.74221
21,223,5.39838
28,227,3.63292
14,204,3.02122
24,207,4.0052
17,203,4.24904
25,227,4.3813
20,200,3.55554
28,209,3.24014
18,199,4.018
19,203,3.56104
22,165,2.85999
27,229,5.0159
25,185,4.01298
21,205,4.16464
30,211,7.25096
29,233,6.60156
20,247,7.26204
24,248,5.37028
19,272,5.00252
28,261,5.86178
22,248,6.44738
25,263,5.20956
29,265,6.50932
18,238,5.03487
26,264,4.96548
23,293,6.18902
20,263,4.89941
25,280,7.15827
23,267,6.61807
22,292,8.17291
21,277,5.76855
21,250,4.55977
25,245,4.892
24,227,4.89241
29,234,4.91841
30,242,5.06367
25,276,6.7456
17,266,7.13938
21,244,4.5729
21,256,5.25092
19,263,5.366
28,255,4.84984
33,247,4.09527
28,224,4.51299
27,289,8.75378
21,293,9.41841
24,299,8.58892
24,286,7.19884
19,261,8.56322
19,233,6.93992
21,278,7.93041
25,300,8.6364
19,250,6.70182
26,286,6.5325
23,241,6.79269
23,230,7.10552
30,236,6.00422
20,239,7.91104
24,247,7.70872
25,248,7.24751
27,261,6.79215
19,221,6.34169
20,229,4.26975
23,249,6.9013
22,235,4.99791
27,261,5.55717
19,231,5.73936
26,223,3.97541
21,198,4.7259
27,217,3.509
16,208,5.11114
25,236,5.81636
27,223,4.65925
27,234,4.65049
24,260,6.08628
25,230,6.59048
25,209,5.59211
26,195,5.12587
31,199,3.32309
18,214,5.81188
27,228,6.82861
17,186,3.28037
22,180,3.46225
22,201,4.88323
21,177,3.18553
16,176,2.82743
25,215,5.39639
25,191,4.65669
15,187,4.28845
21,228,6.45018
28,245,5.64836
24,198,4.44927
28,210,4.7909
27,271,6.90632
19,239,5.9673
25,227,4.45872
24,228,7.36831
25,262,9.57635
20,259,8.75515
24,236,7.23571
27,260,6.51016
20,245,5.92113
26,226,5.67329
