car_id, path, estimated_travel_timie
car_0,LS
car_1,L
car_10,R
car_11,RLR
car_12,RLS
car_13,SS
car_14,SS
car_15,SR
car_16,LRL
car_17,L
car_18,SL
car_19,SL
car_2,RR
car_20,RLS
car_21,LRL
car_24,RLR
car_3,RS
car_4,LRL
car_5,SS
car_6,SS
car_7,SL
car_8,SRL
car_9,SL
car_15,SR
car_16,LRL
car_19,SL
car_20,RLS
car_21,LRL
car_22,SS
car_23,SL
car_24,SRS
car_25,RS
car_26,LL
car_27,SS
car_28,RLS
car_29,RR
car_30,SS
car_31,L
car_32,SRL
car_33,RS
car_34,LL
car_35,LS
car_36,LRS
car_37,RR
car_38,SS
car_39,RR
car_40,L
car_41,SR
car_42,SLS
car_43,SS
car_44,RS
car_45,SRL
car_46,LRS
car_47,LL
car_48,RLR
car_49,L
car_51,SS
car_52,SS
car_54,SS
car_0,LS
car_1,L
car_10,R
car_11,RLR
car_12,RLS
car_13,SS
car_14,SS
car_17,L
car_18,SL
car_2,RR
car_3,RS
car_33,RS
car_36,SLR
car_4,LRL
car_40,L
car_41,SR
car_42,LRL
car_43,SS
car_44,RS
car_45,SRL
car_46,LRS
car_47,LL
car_48,RLR
car_49,L
car_5,SS
car_50,SR
car_51,SS
car_53,RS
car_55,R
car_56,RS
car_57,L
car_58,SL
car_59,LRS
car_6,SS
car_60,LRL
car_61,RLS
car_62,RLR
car_63,RLS
car_64,SL
car_65,SS
car_66,LS
car_67,R
car_68,RR
car_69,SRL
car_7,SL
car_70,SS
car_71,LRS
car_72,R
car_73,SS
car_74,SS
car_75,SRS
car_76,SS
car_77,LS
car_78,LS
car_79,RR
car_8,RLS
car_80,SS
car_81,SRS
car_82,SL
car_83,SS
car_84,SLR
car_85,RS
car_86,L
car_87,RS
car_88,SRL
car_9,SL
car_1,L
car_10,R
car_100,LL
car_101,SS
car_102,L
car_103,SS
car_104,SR
car_105,RS
car_106,L
car_107,SS
car_108,LRL
car_109,LRL
car_110,SLS
car_111,RR
car_115,SS
car_117,LRL
car_118,RS
car_12,LS
car_14,S
car_15,R
car_16,RL
car_17,L
car_18,L
car_19,L
car_20,LS
car_21,RL
car_22,S
car_23,L
car_24,RS
car_25,S
car_26,L
car_27,S
car_28,LS
car_29,RR
car_30,S
car_31,L
car_32,RL
car_33,RS
car_34,L
car_35,LS
car_36,SLR
car_37,RR
car_38,SS
car_39,RR
car_42,SLS
car_44,RS
car_5,S
car_50,SR
car_52,SS
car_54,SS
car_6,S
car_62,RLR
car_64,SL
car_65,SS
car_68,RR
car_7,L
car_70,SS
car_74,SS
car_76,SS
car_77,LS
car_8,LS
car_89,SRS
car_90,RR
car_91,SRL
car_92,LS
car_93,SL
car_94,SL
car_95,RLS
car_96,RR
car_97,L
car_98,SRL
car_99,LL
car_1,L
car_10,R
car_103,SS
car_104,SR
car_106,L
car_107,SS
car_11,LR
car_110,LRL
car_112,RLS
car_113,L
car_114,RLS
car_115,SS
car_116,LL
car_117,LRL
car_118,RS
car_119,L
car_120,RS
car_121,LRL
car_122,RR
car_123,RLS
car_124,L
car_125,LS
car_126,SS
car_127,SS
car_128,L
car_129,SS
car_13,S
car_130,RLS
car_131,SS
car_132,SS
car_133,RLR
car_134,RLR
car_135,LS
car_136,LL
car_137,LL
car_138,SL
car_139,SL
car_140,L
car_141,R
car_142,SS
car_143,SS
car_144,SRS
car_145,RS
car_146,SS
car_147,LRS
car_148,SR
car_149,RS
car_151,LRL
car_152,R
car_17,L
car_18,L
car_20,LS
car_22,S
car_23,L
car_24,RS
car_25,S
car_26,L
car_27,S
car_28,LS
car_29,R
car_31,L
car_33,S
car_35,S
car_36,LR
car_39,R
car_41,R
car_42,LS
car_43,S
car_44,S
car_45,RL
car_46,RS
car_47,L
car_48,LR
car_50,R
car_51,S
car_53,S
car_54,S
car_56,S
car_57,L
car_58,L
car_59,RS
car_60,RL
car_61,LS
car_63,LS
car_64,L
car_66,S
car_67,R
car_68,RR
car_69,SRL
car_70,S
car_71,RS
car_72,R
car_73,SS
car_75,SRS
car_78,LS
car_79,RR
car_80,SS
car_81,SRS
car_82,SL
car_83,SS
car_84,SLR
car_85,RS
car_86,L
car_87,RS
car_88,RLS
car_9,L
car_94,SL
car_95,RLS
car_99,LL
car_0,S
car_100,LL
car_101,SS
car_102,L
car_105,RS
car_108,LRL
car_109,LRL
car_111,RR
car_112,RLS
car_117,LRL
car_123,RLS
car_124,L
car_131,SS
car_132,SS
car_136,LL
car_137,LL
car_138,SL
car_139,SL
car_140,L
car_142,SS
car_146,SS
car_148,SR
car_149,RS
car_150,SS
car_151,LRL
car_153,LRS
car_154,SR
car_155,SL
car_156,SL
car_157,RLR
car_158,RS
car_159,SLS
car_160,L
car_161,RR
car_162,RLS
car_163,SR
car_164,R
car_165,SS
car_166,RLR
car_167,RR
car_168,RS
car_169,RLS
car_170,SS
car_171,SR
car_172,L
car_173,SRL
car_174,SS
car_175,SRS
car_176,SR
car_177,R
car_178,SS
car_179,SS
car_180,L
car_181,L
car_182,SR
car_183,LS
car_184,L
car_185,SRS
car_186,SLS
car_187,RS
car_188,L
car_189,RR
car_190,L
car_32,RL
car_38,S
car_4,RL
car_42,LS
car_43,S
car_44,S
car_46,RS
car_47,L
car_50,R
car_52,S
car_56,S
car_57,L
car_61,LS
car_62,LR
car_64,L
car_65,S
car_66,S
car_67,R
car_68,R
car_70,S
car_72,R
car_73,S
car_74,S
car_76,S
car_77,S
car_78,S
car_8,LS
car_80,S
car_82,L
car_83,S
car_84,LR
car_85,S
car_86,L
car_87,S
car_89,RS
car_90,R
car_91,RL
car_92,S
car_93,L
car_96,R
car_97,L
car_98,RL
car_0,S
car_100,L
car_102,L
car_103,S
car_104,R
car_105,S
car_107,S
car_109,RL
car_11,R
car_110,RL
car_111,R
car_114,SRL
car_115,S
car_116,L
car_117,RL
car_118,S
car_12,S
car_120,RS
car_121,RL
car_122,R
car_124,L
car_125,S
car_126,SS
car_127,S
car_129,SS
car_130,LS
car_133,SRS
car_134,RLR
car_135,LS
car_141,R
car_143,SS
car_144,RLR
car_145,RS
car_147,LRS
car_149,RS
car_152,R
car_157,SRS
car_16,L
car_161,RR
car_165,SS
car_168,RS
car_175,SRS
car_176,SR
car_177,R
car_180,L
car_181,L
car_182,SR
car_184,L
car_185,RLR
car_186,LRL
car_187,RS
car_188,L
car_190,L
car_191,SR
car_192,LL
car_193,SL
car_194,L
car_195,LS
car_196,LS
car_197,RS
car_198,RS
car_199,RR
car_20,S
car_200,LL
car_201,SR
car_202,SR
car_203,SL
car_204,SS
car_205,RR
car_206,R
car_207,SL
car_208,RLS
car_209,SS
car_21,L
car_210,LRL
car_211,SL
car_212,RLS
car_213,SRS
car_214,SS
car_215,LS
car_216,SL
car_217,RS
car_218,RR
car_219,LL
car_22,S
car_220,L
car_23,L
car_24,S
car_27,S
car_28,S
car_35,S
car_57,L
car_69,RL
car_75,RS
car_78,S
car_79,R
car_8,S
car_80,S
car_81,RS
car_82,L
car_83,S
car_86,L
car_87,S
car_88,LS
car_89,RS
car_94,L
car_95,LS
car_97,L
car_99,L
