new_car_num, all_car_num, compuation_time
24,40,0.595093
26,54,0.849055
23,63,0.982753
17,66,0.715747
23,54,0.740611
22,52,0.64617
16,44,0.557372
23,63,0.741469
26,72,0.658844
17,65,0.624516
19,61,0.736413
22,59,0.589803
22,60,0.553948
14,64,0.640887
21,57,0.677871
20,64,0.690913
24,68,0.607517
20,50,0.460718
21,62,0.662658
19,62,0.615796
22,63,0.714919
22,60,0.594675
18,52,0.572866
28,62,0.646885
22,49,0.626779
24,57,0.652903
21,53,0.626147
20,63,0.691004
20,63,0.754444
20,67,0.623036
11,54,0.539633
24,65,0.762164
23,57,0.551117
17,50,0.558782
17,49,0.678992
24,59,0.674392
26,78,0.676974
21,60,0.590533
23,63,0.520624
22,69,0.708633
19,57,0.541818
17,51,0.40505
23,65,0.789447
22,70,0.796343
16,55,0.688028
17,64,0.725341
17,61,0.693507
27,61,0.629805
19,64,0.705501
19,69,0.821087
24,59,0.637506
16,51,0.513578
25,54,0.636024
20,52,0.615016
24,57,0.719085
23,70,0.924437
27,89,0.81598
23,63,0.75676
17,56,0.592068
21,64,0.782792
22,54,0.623011
16,60,0.61686
23,74,0.76208
24,80,0.759026
19,57,0.76325
18,55,0.677002
28,82,0.832572
21,58,0.512325
16,39,0.432762
24,62,0.669052
22,61,0.697592
14,53,0.573918
20,64,0.622113
16,56,0.508169
25,55,0.56601
17,68,0.600105
26,64,0.757332
23,70,0.649901
16,57,0.740007
22,61,0.717151
19,62,0.664658
26,63,0.753227
19,61,0.614031
23,66,0.83043
23,65,0.685456
15,66,0.651379
20,61,0.580741
22,72,0.698446
21,56,0.693362
17,50,0.577572
17,63,0.81255
21,62,0.619671
20,65,0.679549
18,61,0.670361
16,60,0.603714
24,68,0.766942
20,62,0.757152
15,47,0.504007
23,71,0.723563
22,65,0.70234
16,62,0.752908
23,60,0.726594
20,38,0.513504
18,36,0.408612
17,51,0.603437
27,63,0.690705
15,40,0.471795
22,50,0.602668
21,45,0.426864
15,42,0.404722
18,34,0.480817
22,40,0.551792
21,42,0.463141
22,40,0.539657
23,50,0.650035
24,76,0.837048
13,54,0.636601
21,61,0.746685
23,76,0.667646
19,60,0.580292
25,77,0.806658
31,80,0.80551
16,56,0.585869
24,73,0.989363
30,71,0.873168
18,50,0.611737
23,74,0.75399
18,62,0.645239
23,70,0.825917
17,56,0.500756
17,50,0.554612
20,49,0.502316
23,78,0.837944
21,70,0.984563
26,80,0.905407
23,60,0.824563
21,85,0.825096
18,57,0.525968
23,70,0.764818
19,55,0.582877
13,37,0.5039
18,51,0.678495
23,64,0.770698
23,71,0.749278
17,59,0.600979
14,55,0.541353
21,62,0.665791
24,70,0.792289
16,69,0.699388
16,64,0.69183
18,57,0.610279
29,72,0.862163
21,64,0.622455
19,67,0.666523
22,56,0.664316
23,63,0.65916
21,64,0.706547
16,49,0.595122
21,58,0.620388
16,48,0.533534
19,57,0.619897
18,62,0.786504
28,74,0.85127
23,66,0.601241
15,70,0.781557
19,63,0.726251
26,72,0.922129
22,57,0.724074
20,47,0.664462
18,54,0.640627
17,52,0.526243
16,51,0.627462
22,60,0.758923
25,73,0.740322
22,52,0.727577
16,58,0.610499
16,43,0.485811
19,38,0.549858
22,41,0.60343
19,48,0.590972
15,56,0.569319
21,67,0.703361
13,47,0.563313
17,54,0.690447
21,73,0.838871
16,63,0.606666
17,60,0.573954
21,59,0.730701
18,64,0.708338
19,55,0.646463
24,72,0.789785
14,50,0.583655
24,57,0.626281
20,62,0.586888
22,77,0.755573
17,63,0.676102
28,71,0.813
22,71,0.832118
17,59,0.596143
21,58,0.59846
20,46,0.549055
18,58,0.719664
22,55,0.663761
29,67,0.840059
18,55,0.454299
22,71,0.732548
25,80,0.702586
20,74,0.679494
21,74,0.689978
19,78,0.763534
29,58,0.590713
18,43,0.473143
19,64,0.800776
24,59,0.666985
22,61,0.571951
22,77,0.765995
17,67,0.654652
19,58,0.739115
26,62,0.701647
11,59,0.632148
24,68,0.564323
22,75,0.806223
20,70,0.817113
22,60,0.669216
24,70,0.759799
20,70,0.577923
18,61,0.607421
20,59,0.51413
22,62,0.663471
14,55,0.583093
22,66,0.663337
23,59,0.628007
17,55,0.65201
27,57,0.675385
27,76,0.699722
19,68,0.713402
24,70,0.76411
17,40,0.48302
19,30,0.451872
22,50,0.503506
19,72,0.729882
21,58,0.640248
23,59,0.758804
16,58,0.600258
18,55,0.559904
21,58,0.698987
15,60,0.545057
19,57,0.631706
24,58,0.532609
16,52,0.505996
18,43,0.501891
24,55,0.520774
26,70,0.74412
20,64,0.606218
20,49,0.728927
26,59,0.833132
20,55,0.57475
17,53,0.660147
25,64,0.757678
16,56,0.663588
20,71,0.685239
22,69,0.833581
22,70,0.839978
25,83,0.916263
22,77,0.726786
25,77,0.842049
21,71,0.822098
22,66,0.855833
19,49,0.493879
25,55,0.686491
18,61,0.654675
17,64,0.600488
17,71,0.730716
19,57,0.606002
18,61,0.710689
20,57,0.553316
28,82,0.75979
23,73,0.764562
20,69,0.741785
22,67,0.685993
26,66,0.755407
22,49,0.517855
20,55,0.646407
21,50,0.572757
20,58,0.419707
22,70,0.743482
21,64,0.64742
26,65,0.793619
22,70,0.671343
16,47,0.444455
22,53,0.571516
25,55,0.591832
18,43,0.499622
23,63,0.791101
19,71,0.788411
27,73,0.724678
22,61,0.678365
22,64,0.705489
20,59,0.662032
