new_car_num, all_car_num, compuation_time
0,0,0.0010964,0.0002561,0.0002754,0.0002946,0.0002983,0.0002632,0.0002966,0.0002916,0.0002883
0,0,0.0004841,0.000194,0.0001851,0.0001778,0.0002061,0.0006172,0.000923,0.0012556,0.0009001
28,28,0.0376132,0.0768422,0.202701,0.115512,0.0007357,0.238555,0.220919,0.12473,0.129625
51,74,0.170022,0.224929,0.358894,0.368001,0.0007193,0.330024,0.306928,0.298183,0.342922
50,83,0.281089,0.220716,0.416393,0.355282,0.0006968,0.234555,0.620082,0.206729,0.322389
45,72,0.3899,0.0968724,0.334626,0.206354,0.0006268,0.194919,0.427348,0.138807,0.597311
37,99,0.358596,0.220426,0.642085,0.280309,0.0007917,0.157972,0.392703,0.183695,0.625649
56,132,0.474844,0.136016,0.755078,0.443651,0.0006339,0.343799,0.601399,0.350974,0.384327
51,146,0.679283,0.170533,0.486416,0.517885,0.0007569,0.409945,0.733349,0.311003,0.554059
38,127,0.571797,0.178229,0.349903,0.563221,0.0006926,0.1427,0.459335,0.322647,0.737991
34,174,0.735519,0.148342,0.58428,0.315201,0.0010274,0.5465,0.457176,0.679946,0.488282
40,192,0.566223,0.33306,0.636802,0.610127,0.102812,0.43399,0.377292,0.443296,0.602289
49,167,0.620023,0.482296,0.645185,0.723921,0.0993325,0.353484,0.568103,0.542893,0.652039
43,206,0.483929,0.62784,0.543011,0.523019,0.148161,0.749596,0.461053,0.520579,0.633516
58,234,0.532119,0.511732,0.567034,0.66414,0.306098,0.419141,0.503063,0.516653,0.396725
39,210,0.940252,0.537337,0.611471,0.635918,0.215807,0.513452,0.621534,0.554002,0.598151
44,250,0.658009,0.65024,0.630832,0.555618,0.237675,0.829585,0.629184,0.672945,0.495119
51,270,0.660071,0.434638,0.494531,1.16858,0.250628,0.834658,0.563252,0.665139,0.844157
42,234,0.887497,0.622802,0.577983,0.750532,0.202283,0.480721,0.478885,0.513777,0.571059
49,284,0.714637,0.686072,1.00955,0.334738,0.340087,0.77633,0.519161,0.372487,0.857546
51,319,0.814133,0.555409,0.747109,1.13047,0.49426,0.986055,0.826114,0.722507,0.85492
44,299,0.721329,0.754027,0.902751,0.879513,0.384479,0.620171,0.747456,0.493477,0.623896
39,294,0.842687,0.889583,1.15461,0.432563,0.549192,0.554604,0.976047,0.387212,0.769747
44,336,0.62751,0.484338,0.658709,0.985825,0.704725,0.609322,0.770018,0.861353,1.01495
50,335,1.02702,0.573982,0.877789,0.924392,0.482121,0.787634,1.04665,0.775668,0.788159
43,320,0.906408,0.707116,1.23296,0.971049,0.499472,0.789848,0.862347,0.533192,1.03147
46,358,0.955622,1.0316,0.839447,0.89546,0.745035,0.585832,0.905922,0.653605,0.898026
60,355,0.823704,0.964198,0.631805,0.781221,0.446596,0.993652,0.947455,0.69144,0.689671
45,374,0.904095,0.950172,0.878867,1.10907,0.541387,1.03051,0.917993,0.861125,1.05936
52,392,0.973652,0.852735,0.838791,0.829608,0.626601,0.934033,1.10659,1.164,1.13481
49,364,0.692935,1.17967,1.25065,0.734463,0.811492,0.837827,0.975,0.859102,0.751743
40,421,0.925717,1.31609,1.28314,1.28683,0.702585,1.33877,0.670483,0.883931,0.939379
53,406,1.27561,0.864154,1.21036,0.774911,0.605875,0.779788,0.794467,1.47072,0.810905
46,393,0.765098,1.04094,1.5187,1.25203,0.703613,0.992151,0.954113,1.31333,1.22516
45,413,1.41146,1.15312,0.713538,1.03823,0.611098,1.26236,0.68448,0.791318,1.00255
45,432,1.35178,0.838658,1.52112,1.08426,0.551749,1.09795,0.690675,1.21932,0.490687
61,398,0.830035,0.850812,1.10021,1.02142,0.608314,1.19734,1.39523,0.943736,0.94279
47,436,1.44587,1.17076,1.00264,0.746284,0.923044,1.12285,1.13519,0.763662,1.19406
59,441,1.23047,0.765177,0.904736,1.03551,0.594383,1.2351,0.647924,1.00236,0.638748
54,412,1.06498,1.27714,1.08394,0.878444,0.448647,1.08968,0.911012,0.982685,1.17484
33,414,1.27129,0.95851,0.835388,0.749425,0.840132,0.697274,1.44357,0.804202,1.04662
59,447,0.927086,0.643818,1.03145,0.981073,0.528921,1.12194,1.32787,1.17317,1.3781
51,474,0.90925,1.47935,1.28726,1.08847,0.469171,1.44203,1.27998,1.13313,1.26029
52,428,1.09992,1.01298,1.06606,0.789678,0.99981,0.77503,1.16063,0.861657,1.36041
43,427,0.825746,0.953645,1.05184,1.05175,0.746484,1.07021,0.919916,1.16291,1.02622
53,466,1.07726,1.26131,1.12271,1.20353,0.617457,0.837217,0.906778,1.1065,1.52027
39,484,0.88043,1.24588,1.38367,0.906662,0.846396,1.22052,1.05534,0.733747,1.22238
55,444,0.877607,0.667283,1.22181,1.12696,0.79036,1.02171,1.12844,1.27273,0.810887
55,443,0.899919,1.14476,0.962208,1.22503,0.755287,1.03258,1.00377,1.02074,1.45604
39,436,1.02601,0.909155,0.511077,0.875012,0.892081,0.815364,1.26124,1.03347,1.29744
54,455,0.931628,0.86885,0.927256,1.08967,1.02919,1.19705,1.2422,1.02859,0.970494
54,494,1.00223,1.11228,1.1125,0.951075,0.75039,1.10168,0.906527,0.975103,1.29995
59,445,1.2977,0.921883,0.656984,1.05337,0.791501,0.851139,1.24356,1.21786,1.09612
73,447,1.09341,0.899251,1.06059,0.856378,0.850759,0.956288,1.36609,1.24487,1.00212
39,489,1.15466,0.913248,0.812867,0.919404,0.765455,1.53188,1.14988,1.20115,1.00396
45,493,0.957989,1.01404,1.04598,1.0553,0.766219,0.790533,1.39299,1.38494,1.03474
45,425,0.93177,0.736363,1.10279,0.915306,0.727601,1.09589,0.933024,0.912075,0.892691
44,431,1.03224,0.825261,0.871104,0.623776,0.770953,1.10945,1.07966,0.654528,0.92532
50,484,1.5086,1.05887,0.943757,1.24937,0.884417,1.0272,1.28313,1.28092,0.851146
52,448,0.996508,1.22827,0.855387,1.12956,0.787458,1.13124,0.920906,1.10443,0.947033
39,478,1.12534,0.988279,0.993132,0.768064,0.943973,1.16257,1.36373,1.11927,1.32068
51,485,1.00543,1.04138,1.31156,1.37814,0.696174,1.03258,1.48837,1.30808,1.19367
