new_car_num, all_car_num, compuation_time
33,70,1.38451
21,99,2.79649
17,124,3.45141
22,156,3.35057
23,185,3.56363
24,190,3.64824
21,188,4.08979
19,206,3.7282
15,195,3.39618
20,165,2.90088
22,197,3.78868
18,193,3.84369
21,203,3.83588
23,196,3.74452
22,224,4.11545
17,229,5.24523
28,236,4.16782
19,250,3.84322
19,231,4.5709
21,213,4.50242
18,203,4.46869
17,231,5.08256
18,261,5.41704
29,268,5.50673
15,257,5.04049
20,243,5.13072
22,228,5.26783
19,241,5.58001
25,264,5.72124
17,247,5.10641
15,230,4.60613
18,229,4.74691
13,238,4.74382
21,202,4.11896
25,240,4.94192
26,233,5.43181
22,238,6.54232
15,208,5.55692
19,203,5.14898
24,223,5.27982
22,220,5.25261
23,194,4.59602
25,241,6.05048
21,241,5.84027
20,235,5.32717
16,208,3.96195
26,218,4.39457
18,218,4.12321
20,173,3.95345
19,191,4.68257
18,180,4.62295
21,176,3.76327
23,187,3.86279
22,198,4.15083
18,221,4.52813
23,211,5.18357
21,217,4.75707
28,212,5.07785
24,211,5.25385
25,208,4.65649
19,203,4.52455
17,192,4.11653
16,165,3.19137
22,217,4.7473
19,218,4.82166
24,200,5.63322
23,224,5.71743
20,222,6.131
19,193,4.66538
29,221,3.99466
24,232,4.10038
19,216,5.24133
20,201,5.04951
24,219,4.21729
23,226,5.25639
24,246,5.56103
25,235,5.20243
16,233,5.77209
23,234,5.53577
23,238,5.7261
16,211,5.01264
27,212,4.44506
18,203,4.08424
27,209,4.46931
20,205,4.69044
16,221,5.48762
17,191,4.33986
23,204,4.13063
23,212,5.68144
14,200,5.06406
20,176,5.38931
25,197,6.38528
21,199,5.44283
25,218,6.40403
21,191,4.26903
17,206,4.98824
12,185,4.55421
19,206,4.16928
31,205,4.82057
