(0_0)_MEC_range,(0_1)_MEC_range,(0_2)_MEC_range,(1_0)_MEC_range,(1_1)_MEC_range,(1_2)_MEC_range,(2_0)_MEC_range,(2_1)_MEC_range,(2_2)_MEC_range,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
