new_car_num, all_car_num, compuation_time
0,0,0.0008742
0,0,0.0010251
23,32,1.229
30,58,1.86782
36,82,2.25421
26,81,1.96709
37,92,2.26354
39,103,3.55886
30,98,3.00701
30,80,2.2984
33,85,2.75819
31,90,2.66421
37,91,2.66207
30,72,2.19029
38,70,2.5598
35,73,2.01448
30,64,2.11259
39,98,2.62619
33,100,3.008
30,103,2.93452
28,89,2.30523
32,97,2.89242
24,72,2.4583
29,68,2.52335
29,82,2.4391
33,82,2.59283
28,70,1.85974
26,79,2.40296
36,96,2.41139
20,68,1.72915
31,62,1.91818
32,84,2.40949
23,52,1.66261
25,49,1.39617
26,48,1.39272
29,44,1.38303
22,60,1.91152
32,76,2.62057
18,66,2.29056
19,53,1.60635
24,49,1.46812
34,68,2.57056
30,69,1.93951
19,65,1.67236
21,67,2.12985
24,74,1.95297
14,44,1.46412
27,56,1.56684
23,59,1.43567
30,60,1.55651
22,68,1.95857
22,54,1.67254
12,41,0.981366
31,63,1.55441
26,83,2.30024
33,81,2.43493
19,73,2.51173
15,43,1.60481
25,67,2.03755
31,74,2.43721
22,72,2.57653
25,73,2.23575
23,60,1.74812
15,53,1.67049
22,56,2.00185
18,63,1.63875
13,47,1.12979
31,50,1.28071
23,42,1.58215
21,52,1.71766
18,37,0.913301
18,45,1.43215
20,49,1.39016
24,77,2.23939
15,62,2.16571
12,44,1.29793
25,56,1.70519
23,60,1.77183
10,48,1.41274
24,52,1.43288
20,55,1.22451
23,60,1.76818
26,71,2.02131
19,65,1.93136
21,61,1.82093
28,68,1.97739
29,74,1.83507
28,80,1.87367
24,72,2.24321
26,74,2.50611
28,71,2.09298
15,54,1.21293
19,45,0.931486
27,60,1.60105
24,71,2.3593
21,66,2.2418
20,64,2.3697
21,58,1.92661
20,60,1.89883
18,49,1.2555
24,58,2.26681
13,58,1.77469
17,54,1.61388
15,55,1.47861
21,48,1.34878
27,66,2.00575
16,56,1.5768
33,79,2.41
17,57,1.50554
25,68,2.00349
19,73,2.39774
12,53,1.50711
31,75,2.10556
20,55,1.22836
15,50,1.27662
28,73,2.25799
17,52,1.40374
15,38,1.06651
18,47,1.30518
20,55,1.32092
19,58,1.44432
29,60,2.07502
23,62,1.76389
20,58,1.98878
23,72,2.77647
10,46,1.19432
18,55,1.52647
13,44,1.39257
13,30,0.975167
22,51,1.68931
20,54,1.18338
19,61,1.69356
12,47,1.22623
14,56,1.45772
16,38,0.965943
32,60,1.45749
22,58,1.55122
15,43,1.25553
14,39,1.00778
21,54,1.51128
21,46,1.44837
22,62,1.4684
27,74,1.6819
18,65,1.45771
19,57,1.64321
9,49,1.34547
21,54,1.54377
28,60,1.61778
25,63,1.74359
16,50,1.45749
20,50,1.31406
29,68,2.27902
15,40,1.18827
18,29,0.857156
24,52,1.47267
24,61,2.13691
16,53,1.42858
17,48,1.41009
16,44,1.24391
18,49,1.15858
11,36,0.90022
23,59,1.76801
35,80,2.35087
19,59,1.41862
17,51,1.14907
22,47,1.19712
22,53,1.61058
25,61,1.71052
22,43,1.21423
28,79,2.45613
11,58,1.63073
13,49,1.12611
22,52,1.41387
20,53,2.16102
22,65,2.09945
24,69,2.01744
20,60,1.74155
18,57,1.92751
16,48,2.02415
32,75,2.48203
20,62,1.52603
17,54,1.92268
26,76,2.35111
20,55,1.39046
22,68,2.49186
28,64,2.00068
22,76,2.80323
21,63,1.7486
21,59,1.5286
24,65,1.43312
15,52,1.22481
25,66,1.60861
27,70,1.76616
12,38,0.96367
23,51,1.51925
16,49,1.42682
12,42,1.04785
14,42,0.999847
23,51,1.20484
17,52,1.31391
22,44,1.18323
25,59,1.36815
17,49,1.02651
19,54,1.4178
30,61,1.71839
21,59,1.61302
14,57,1.53669
17,47,1.09491
12,38,0.866501
23,51,1.38286
27,68,1.6301
18,48,1.01849
14,32,0.716785
21,46,1.36328
25,59,1.62579
15,39,0.985167
18,45,1.39955
23,53,1.33624
24,58,1.28172
26,62,1.65842
21,60,1.71908
15,42,1.13657
18,49,1.29496
20,55,1.8867
