new_car_num, all_car_num, compuation_time
0,0,0.001058
0,0,0.0006233
23,23,0.388579
30,35,0.674164
36,45,0.665105
26,41,0.704461
37,53,0.825564
39,52,0.646899
30,47,0.613438
30,50,0.599709
33,49,0.657676
31,44,0.641536
37,47,0.776197
30,54,0.813906
37,58,0.909065
38,54,1.06705
28,40,0.787002
39,58,1.011
33,59,1.25019
27,45,0.51803
33,43,0.874153
30,42,0.713663
23,31,0.568817
32,48,0.76796
26,39,0.43633
35,51,0.967982
26,38,0.591941
31,46,0.7799
31,51,0.802156
22,32,0.482224
28,47,0.605899
29,47,0.525356
17,34,0.4162
27,37,0.321444
28,36,0.364747
29,34,0.478073
19,31,0.469193
30,48,0.666636
25,33,0.432587
23,37,0.517972
19,36,0.423964
26,42,0.557938
34,48,0.59587
22,31,0.473014
29,39,0.453777
23,33,0.495843
25,34,0.482989
17,35,0.447871
25,39,0.44951
29,40,0.469915
16,22,0.353719
18,36,0.35866
28,44,0.625497
19,28,0.357608
21,33,0.420319
27,38,0.46131
32,39,0.502681
20,33,0.482626
20,39,0.439095
35,53,0.627973
24,38,0.438348
16,29,0.317703
18,32,0.385033
24,34,0.5146
20,30,0.42204
23,37,0.517738
22,34,0.482022
24,38,0.573312
20,33,0.458793
17,29,0.46821
23,33,0.316985
15,20,0.339371
16,21,0.211694
16,25,0.290629
20,30,0.358462
21,31,0.31953
26,32,0.429162
18,28,0.405876
15,29,0.358182
24,36,0.436102
17,27,0.287225
28,37,0.495325
21,31,0.327684
22,35,0.355523
22,36,0.490949
19,31,0.341709
27,44,0.56174
24,40,0.548493
20,36,0.484121
22,37,0.501915
25,43,0.592047
14,28,0.390954
18,27,0.365775
15,31,0.508688
27,41,0.553087
16,31,0.451099
28,41,0.662236
23,34,0.368865
11,25,0.318924
26,41,0.462138
29,37,0.498223
14,29,0.327976
22,35,0.510096
23,39,0.528513
18,31,0.406023
25,30,0.349821
30,39,0.474296
22,36,0.464354
20,40,0.400618
21,32,0.506057
25,39,0.404201
25,39,0.480539
20,34,0.48922
17,32,0.447061
18,25,0.279534
22,26,0.312108
16,22,0.278431
13,21,0.232
23,32,0.428006
23,33,0.337032
18,29,0.318299
23,36,0.459644
17,29,0.276187
27,37,0.455214
23,30,0.407104
16,25,0.515573
19,27,0.395083
22,28,0.358376
14,20,0.223048
14,22,0.230397
19,26,0.291233
17,22,0.231639
15,21,0.355009
13,21,0.246644
28,42,0.577557
23,32,0.406779
16,33,0.316058
11,22,0.256721
23,32,0.350089
28,32,0.458277
19,32,0.413689
19,30,0.416995
27,38,0.452301
18,20,0.26986
18,28,0.312577
12,23,0.329628
33,38,0.619355
16,33,0.47857
18,32,0.498365
22,38,0.458573
18,35,0.48055
13,23,0.307274
22,31,0.445831
22,37,0.511013
23,32,0.318411
23,33,0.368986
12,31,0.430046
22,31,0.349288
20,34,0.328119
21,26,0.368944
29,42,0.487667
22,35,0.484925
17,31,0.353201
19,28,0.38175
14,17,0.268781
17,25,0.279924
23,35,0.458621
25,34,0.514138
27,44,0.566731
26,41,0.455739
14,33,0.503834
14,23,0.226053
18,30,0.349163
21,29,0.363428
22,33,0.440062
10,21,0.264395
27,32,0.319749
16,25,0.446342
13,24,0.342101
30,36,0.454165
22,39,0.487171
17,31,0.407524
18,29,0.408441
19,32,0.491317
24,33,0.457392
18,28,0.443693
23,32,0.456512
18,28,0.257348
23,32,0.352918
17,31,0.381053
25,45,0.517751
19,29,0.301587
18,28,0.277056
22,34,0.389544
21,34,0.476101
24,42,0.424564
28,43,0.488808
15,28,0.337802
16,31,0.377952
21,39,0.51995
22,36,0.375421
18,27,0.319968
17,25,0.336066
20,34,0.388003
31,45,0.499116
20,27,0.347101
23,36,0.420804
27,46,0.513731
18,32,0.415272
18,23,0.299838
22,40,0.400408
21,36,0.346129
13,26,0.338278
21,32,0.466797
25,32,0.339961
23,35,0.405412
23,33,0.450077
22,32,0.45657
19,31,0.316034
19,32,0.371619
22,33,0.511258
14,29,0.45267
11,20,0.312507
24,31,0.439174
