0.7,1,0,2,_,3600.099999997821
0.8,1,0,2,_,3600.099999997821
0.9,1,0,2,_,3600.099999997821
0.2,0,0,2,_,48.40000000000042
0.2,0,0,2,_,52.60000000000048
0.2,0,0,2,_,37.30000000000026
0.2,0,0,2,_,40.2000000000003
0.2,0,0,2,_,52.60000000000048
0.8,0,0,2,_,98.0999999999987
0.2,0,1,2,_,40.3000000000003
0.2,0,1,2,_,75.99999999999996
0.2,0,1,2,_,37.700000000000266
0.2,0,0,2,_,59.80000000000058
0.2,0,0,2,_,44.80000000000037
0.2,0,0,2,_,53.60000000000049
0.2,0,0,2,_,53.60000000000049
0.2,0,0,2,_,49.30000000000043
0.2,0,0,2,_,53.60000000000049
0.2,0,0,2,_,53.60000000000049
0.2,0,0,2,_,53.60000000000049
0.2,0,0,2,_,53.60000000000049
0.2,0,0,2,_,53.60000000000049
0.2,0,0,2,_,53.60000000000049
0.2,0,0,2,_,62.50000000000062
0.2,0,0,2,_,80.39999999999971
0.2,0,0,2,_,80.39999999999971
0.2,0,0,2,_,80.39999999999971
0.2,0,0,2,_,80.39999999999971
0.2,0,0,2,_,80.39999999999971
0.2,0,0,2,_,80.4999999999997
0.2,0,0,2,_,80.4999999999997
0.2,0,0,2,_,333.4000000000073
0.9,0,0,2,_,49.50000000000043
0.9,0,0,2,_,63.90000000000064
0.9,0,0,2,_,160.89999999999515
0.9,0,0,2,_,64.00000000000064
0.9,0,0,2,_,60.40000000000059
0.9,0,0,2,_,48.70000000000042
0.9,0,0,2,_,60.200000000000585
0.9,0,0,2,_,66.80000000000048
0.9,0,0,2,_,42.20000000000033
0.5,0,0,4,_,221.3999999999917
0.5,0,0,4,_,55.900000000000524
0.2,0,0,4,_,142.4999999999962
